aula_id,oferta_id,ano,data_aula,materia,professor_id,turma,tema_aula,duracao_min,modalidade_aula
L0001288,O20230116,2023,2023-07-27,Geografia,P016,Intensivo ENEM,Revisão Geografia,,
L0001289,O20230117,2023,11/02/2023,Português,P020,Intensivo ENEM,Aula teórica Português,90,
L0001290,O20230117,2023,2023-02-02,Português,P020,Intensivo ENEM,Correção de simulado Português,120,Online
L0001291,O20230117,2023,2023-03-07,Português,P020,Intensivo ENEM,Laboratório Português,50,
L0001292,O20230117,2023,20/03/2023,Português,P020,Intensivo ENEM,Revisão Português,75,online
L0001293,O20230117,2023,2023-04-11,Português,P020,Intensivo ENEM,Resolução de questões Português,75,
L0001294,O20230117,2023,2023-04-01,Português,P020,Intensivo ENEM, Português,75,Online
L0001295,O20230117,2023,2023-05-24,Português,P020,Intensivo ENEM,Correção de simulado Português,120,Híbrido
L0001296,O20230117,2023,2023-05-12,Português,P020,Intensivo ENEM,Resolução de questões Português,75,
L0001297,O20230118,2023,2023-02-27,Redação,P022,Intensivo ENEM,Resolução de questões Redação,50,Híbrido
L0001298,O20230118,2023,2023-02-14,Redação,P022,Intensivo ENEM,Correção de simulado Redação,50,Presencial
L0001299,O20230118,2023,2023-03-07,Redação,P022,Intensivo ENEM,Correção de simulado Redação,120,Presencial
L0001300,O20230118,2023,2023-03-28,Redação,P022,Intensivo ENEM, Redação,60,Presencial
L0001301,O20230118,2023,04-04-2023,Redação,P022,Intensivo ENEM,Laboratório Redação,60,Híbrido
L0001302,O20230118,2023,2023-04-13,Redação,P022,Intensivo ENEM, Redação,120,Híbrido
L0001303,O20230118,2023,2023-05-14,Redação,P022,Intensivo ENEM, Redação,75,Online
L0001304,O20230118,2023,2023/05/18,Redação,P022,Intensivo ENEM, Redação,120,
L0001305,O20230118,2023,2023/06/13,Redação,P022,Intensivo ENEM, Redação,120,online
L0001306,O20230118,2023,2023-06-09,Redação,P022,Intensivo ENEM,Aula teórica Redação,60,Híbrido
L0001307,O20230119,2023,2023-02-26,Ingles,P025,Intensivo ENEM,Aula teórica Inglês,60,Híbrido
L0001308,O20230119,2023,2023-02-16,Ingles,P025,Intensivo ENEM, Inglês,90,
L0001309,O20230119,2023,2023-03-13,Ingles,P025,Intensivo ENEM,Aula teórica Inglês,120,Híbrido
L0001310,O20230119,2023,13/03/2023,Ingles,P025,Intensivo ENEM,Aula teórica Inglês,75,
L0001311,O20230119,2023,2023-04-10,Ingles,P025,Intensivo ENEM,Correção de simulado Inglês,50,Presencial
L0001312,O20230119,2023,2023-04-19,Ingles,P025,Intensivo ENEM,Revisão Inglês,60,Híbrido
L0001313,O20230119,2023,2023-05-13,Ingles,P025,Intensivo ENEM,Revisão Inglês,120,
L0001314,O20230119,2023,2023-05-28,Ingles,P025,Intensivo ENEM,Laboratório Inglês,120,Presencial
L0001315,O20230119,2023,2023-06-17,Ingles,P025,Intensivo ENEM,Aula teórica Inglês,,Online
L0001316,O20230119,2023,2023-06-27,Ingles,P025,Intensivo ENEM,Laboratório Inglês,120,Online
L0001317,O20230119,2023,2023-07-15,Ingles,P025,Intensivo ENEM, Inglês,75,Híbrido
L0001318,O20230119,2023,2023-07-16,Ingles,P025,Intensivo ENEM, Inglês,,Híbrido
L0001319,O20230119,2023,2023-08-05,Ingles,P025,Intensivo ENEM,Revisão Inglês,90,Híbrido
L0001320,O20230120,2023,2023-02-07,Filosofia,P030,Intensivo ENEM, Filosofia,60,Presencial
L0001321,O20230120,2023,2023-02-28,Filosofia,P030,Intensivo ENEM,Revisão Filosofia,90,Presencial
L0001322,O20230120,2023,2023-03-25,Filosofia,P030,Intensivo ENEM,Resolução de questões Filosofia,,Presencial
L0001323,O20230120,2023,2023-03-22,Filosofia,P030,Intensivo ENEM,Revisão Filosofia,,online
L0001324,O20230120,2023,2023-04-13,Filosofia,P030,Intensivo ENEM,Correção de simulado Filosofia,90,online
L0001325,O20230120,2023,2023-04-28,Filosofia,P030,Intensivo ENEM, Filosofia,60,
L0001326,O20230120,2023,2023-05-23,Filosofia,P030,Intensivo ENEM, Filosofia,50,Híbrido
L0001327,O20230120,2023,2023-05-18,Filosofia,P030,Intensivo ENEM,Revisão Filosofia,60,online
L0001328,O20230120,2023,2023-06-07,Filosofia,P030,Intensivo ENEM,Correção de simulado Filosofia,90,Híbrido
L0001329,O20230120,2023,2023-06-15,Filosofia,P030,Intensivo ENEM,Resolução de questões Filosofia,50,
L0001330,O20230121,2023,2023-02-19,Sociologia,P032,Intensivo ENEM,Laboratório Sociologia,60,online
L0001331,O20230121,2023,2023-02-19,Sociologia,P032,Intensivo ENEM,Aula teórica Sociologia,75,Online
L0001332,O20230121,2023,2023-03-01,Sociologia,P032,Intensivo ENEM,Aula teórica Sociologia,60,Presencial
L0001333,O20230121,2023,2023-03-22,Sociologia,P032,Intensivo ENEM,Laboratório Sociologia,50,
L0001334,O20230121,2023,2023-04-18,Sociologia,P032,Intensivo ENEM, Sociologia,,Online
L0001335,O20230121,2023,2023-04-18,Sociologia,P032,Intensivo ENEM, Sociologia,75,Híbrido
L0001336,O20230121,2023,2023-05-21,Sociologia,P032,Intensivo ENEM,Laboratório Sociologia,75,Presencial
L0001337,O20230121,2023,05-20-2023,Sociologia,P032,Intensivo ENEM, Sociologia,90,
L0001338,O20230121,2023,2023-06-15,Sociologia,P032,Intensivo ENEM,Resolução de questões Sociologia,120,online
L0001339,O20230121,2023,2023-06-23,Sociologia,P032,Intensivo ENEM,Laboratório Sociologia,75,
L0001340,O20230121,2023,2023-07-09,Sociologia,P032,Intensivo ENEM,Laboratório Sociologia,120,Online
L0001341,O20230121,2023,07-18-2023,Sociologia,P032,Intensivo ENEM,Revisão Sociologia,60,Presencial
L0001342,O20230121,2023,2023-08-24,Sociologia,P032,Intensivo ENEM, Sociologia,50,Híbrido
L0001343,O20230121,2023,2023/08/15,Sociologia,P032,Intensivo ENEM,Revisão Sociologia,60,
L0001344,O20230122,2023,2023-02-10,Matemática,P003,Revisão Final,Resolução de questões Matemática,,Presencial
L0001345,O20230122,2023,2023-02-22,Matemática,P003,Revisão Final,Revisão Matemática,60,Online
L0001346,O20230122,2023,2023-03-21,Matemática,P003,Revisão Final, Matemática,60,Presencial
L0001347,O20230122,2023,2023-03-22,Matemática,P003,Revisão Final,Aula teórica Matemática,60,
L0001348,O20230122,2023,2023-04-04,Matemática,P003,Revisão Final,Revisão Matemática,75,Presencial
L0001349,O20230122,2023,2023-04-15,Matemática,P003,Revisão Final,Laboratório Matemática,75,Online
L0001350,O20230122,2023,2023-05-28,Matemática,P003,Revisão Final,Revisão Matemática,50,online
L0001351,O20230122,2023,2023-05-04,Matemática,P003,Revisão Final,Correção de simulado Matemática,,
L0001352,O20230123,2023,2023-02-15,Física,P007,Revisão Final,Laboratório Física,90,Online
L0001353,O20230123,2023,2023-02-25,Física,P007,Revisão Final, Física,50,Híbrido
L0001354,O20230123,2023,2023-03-13,Física,P007,Revisão Final,Revisão Física,75,online
L0001355,O20230123,2023,2023-03-01,Física,P007,Revisão Final, Física,60,online
L0001356,O20230123,2023,2023-04-03,Física,P007,Revisão Final, Física,90,
L0001357,O20230123,2023,2023-04-21,Física,P007,Revisão Final,Resolução de questões Física,,Presencial
L0001358,O20230123,2023,2023-05-25,Física,P007,Revisão Final,Revisão Física,60,Híbrido
L0001359,O20230123,2023,2023-05-11,Física,P007,Revisão Final, Física,,
L0001360,O20230123,2023,2023-06-23,Física,P007,Revisão Final,Laboratório Física,50,Online
L0001361,O20230124,2023,2023-02-04,Química,P009,Revisão Final,Correção de simulado Química,120,
L0001362,O20230124,2023,2023-02-08,Química,P009,Revisão Final, Química,75,
L0001363,O20230124,2023,2023-03-27,Química,P009,Revisão Final,Resolução de questões Química,50,Presencial
L0001364,O20230124,2023,2023-03-14,Química,P009,Revisão Final,Laboratório Química,60,Híbrido
L0001365,O20230124,2023,2023-04-11,Química,P009,Revisão Final,Correção de simulado Química,90,online
L0001366,O20230124,2023,04-05-2023,Química,P009,Revisão Final,Revisão Química,90,online
L0001367,O20230124,2023,2023-05-26,Química,P009,Revisão Final,Laboratório Química,120,online
L0001368,O20230124,2023,2023-05-25,Química,P009,Revisão Final,Revisão Química,75,online
L0001369,O20230124,2023,2023-06-10,Química,P009,Revisão Final,Correção de simulado Química,50,
L0001370,O20230124,2023,2023-06-15,Química,P009,Revisão Final,Resolução de questões Química,50,online
L0001371,O20230124,2023,2023-07-06,Química,P009,Revisão Final,Laboratório Química,90,online
L0001372,O20230124,2023,2023-07-07,Química,P009,Revisão Final,Revisão Química,90,Híbrido
L0001373,O20230124,2023,2023-08-16,Química,P009,Revisão Final,Laboratório Química,75,online
L0001374,O20230124,2023,16/08/2023,Química,P009,Revisão Final,Correção de simulado Química,,online
L0001375,O20230125,2023,2023-02-14,Biologia,P012,Revisão Final,Resolução de questões Biologia,50,Híbrido
L0001376,O20230125,2023,2023-02-07,Biologia,P012,Revisão Final,Correção de simulado Biologia,50,Online
L0001377,O20230125,2023,2023-03-20,Biologia,P012,Revisão Final,Correção de simulado Biologia,120,Presencial
L0001378,O20230125,2023,2023-03-14,Biologia,P012,Revisão Final, Biologia,90,
L0001379,O20230125,2023,2023-04-15,Biologia,P012,Revisão Final,Revisão Biologia,60,
L0001380,O20230125,2023,2023/04/17,Biologia,P012,Revisão Final,Laboratório Biologia,,Presencial
L0001381,O20230125,2023,2023-05-05,Biologia,P012,Revisão Final,Revisão Biologia,75,
L0001382,O20230125,2023,2023-05-04,Biologia,P012,Revisão Final, Biologia,60,Presencial
L0001383,O20230125,2023,2023-06-16,Biologia,P012,Revisão Final,Resolução de questões Biologia,75,
L0001384,O20230125,2023,2023-06-14,Biologia,P012,Revisão Final,Aula teórica Biologia,60,Presencial
L0001385,O20230125,2023,2023-07-03,Biologia,P012,Revisão Final,Laboratório Biologia,90,Online
L0001386,O20230125,2023,2023-07-12,Biologia,P012,Revisão Final,Laboratório Biologia,50,Híbrido
L0001387,O20230125,2023,2023-08-09,Biologia,P012,Revisão Final,Resolução de questões Biologia,60,
L0001388,O20230125,2023,2023-08-25,Biologia,P012,Revisão Final,Laboratório Biologia,90,Online
L0001389,O20230126,2023,2023-02-17,História,P015,Revisão Final,Correção de simulado História,75,
L0001390,O20230126,2023,2023-02-18,História,P015,Revisão Final,Resolução de questões História,75,Online
L0001391,O20230126,2023,2023-03-26,História,P015,Revisão Final,Laboratório História,120,Online
L0001392,O20230126,2023,2023-03-12,História,P015,Revisão Final, História,60,online
L0001393,O20230126,2023,2023-04-20,História,P015,Revisão Final,Revisão História,60,online
L0001394,O20230126,2023,2023-04-24,História,P015,Revisão Final,Aula teórica História,50,Híbrido
L0001395,O20230126,2023,2023-05-27,História,P015,Revisão Final,Laboratório História,60,Presencial
L0001396,O20230126,2023,2023-05-26,História,P015,Revisão Final,Correção de simulado História,90,Presencial
L0001397,O20230126,2023,2023-06-25,História,P015,Revisão Final,Aula teórica História,120,Híbrido
L0001398,O20230126,2023,2023-06-25,História,P015,Revisão Final, História,90,online
L0001399,O20230126,2023,2023-07-09,História,P015,Revisão Final,Laboratório História,90,Online
L0001400,O20230126,2023,2023-07-14,História,P015,Revisão Final,Revisão História,90,Híbrido
L0001401,O20230127,2023,2023-02-24,Geografia,P017,Revisão Final, Geografia,60,
L0001402,O20230127,2023,2023-02-03,Geografia,P017,Revisão Final,Correção de simulado Geografia,50,online
L0001403,O20230127,2023,2023-03-01,Geografia,P017,Revisão Final, Geografia,,Híbrido
L0001404,O20230127,2023,2023-03-14,Geografia,P017,Revisão Final,Laboratório Geografia,,online
L0001405,O20230127,2023,2023-04-21,Geografia,P017,Revisão Final,Revisão Geografia,90,
L0001406,O20230127,2023,2023-04-20,Geografia,P017,Revisão Final,Correção de simulado Geografia,50,Híbrido
L0001407,O20230127,2023,2023-05-06,Geografia,P017,Revisão Final,Revisão Geografia,120,online
L0001408,O20230127,2023,2023/05/03,Geografia,P017,Revisão Final,Correção de simulado Geografia,90,
L0001409,O20230127,2023,2023-06-06,Geografia,P017,Revisão Final,Revisão Geografia,50,online
L0001410,O20230127,2023,2023-06-25,Geografia,P017,Revisão Final,Laboratório Geografia,120,
L0001411,O20230128,2023,2023-02-27,Português,P021,Revisão Final,Correção de simulado Português,50,Online
L0001412,O20230128,2023,2023-02-07,Português,P021,Revisão Final,Resolução de questões Português,50,
L0001413,O20230128,2023,2023-03-08,Português,P021,Revisão Final, Português,75,online
L0001414,O20230128,2023,2023-03-04,Português,P021,Revisão Final,Correção de simulado Português,120,Híbrido
L0001415,O20230128,2023,2023-04-18,Português,P021,Revisão Final,Aula teórica Português,50,Híbrido
L0001416,O20230128,2023,2023-04-14,Português,P021,Revisão Final,Laboratório Português,50,Híbrido
L0001417,O20230128,2023,2023-05-15,Português,P021,Revisão Final,Correção de simulado Português,60,Presencial
L0001418,O20230128,2023,2023-05-27,Português,P021,Revisão Final,Correção de simulado Português,120,online
L0001419,O20230129,2023,2023-02-11,Redação,P023,Revisão Final,Resolução de questões Redação,75,Presencial
L0001420,O20230129,2023,2023-02-02,Redação,P023,Revisão Final,Revisão Redação,120,
L0001421,O20230129,2023,2023-03-04,Redação,P023,Revisão Final,Correção de simulado Redação,,Presencial
L0001422,O20230129,2023,16/03/2023,Redação,P023,Revisão Final,Revisão Redação,50,Online
L0001423,O20230129,2023,2023-04-08,Redação,P023,Revisão Final,Resolução de questões Redação,120,Presencial
L0001424,O20230129,2023,2023-04-28,Redação,P023,Revisão Final,Aula teórica Redação,75,Presencial
L0001425,O20230129,2023,2023-05-25,Redação,P023,Revisão Final,Aula teórica Redação,75,Online
L0001426,O20230129,2023,2023-05-15,Redação,P023,Revisão Final, Redação,60,online
L0001427,O20230129,2023,2023-06-23,Redação,P023,Revisão Final, Redação,75,Presencial
L0001428,O20230129,2023,2023-06-13,Redação,P023,Revisão Final,Laboratório Redação,90,
L0001429,O20230129,2023,2023-07-17,Redação,P023,Revisão Final,Aula teórica Redação,60,
L0001430,O20230130,2023,02-25-2023,Inglês,P026,Revisão Final,Revisão Inglês,60,Online
L0001431,O20230130,2023,2023-02-20,Inglês,P026,Revisão Final,Correção de simulado Inglês,90,Presencial
L0001432,O20230130,2023,2023-03-03,Inglês,P026,Revisão Final,Resolução de questões Inglês,50,Híbrido
L0001433,O20230130,2023,2023-03-18,Inglês,P026,Revisão Final,Correção de simulado Inglês,,
L0001434,O20230130,2023,2023-04-28,Inglês,P026,Revisão Final, Inglês,60,
L0001435,O20230130,2023,2023-04-08,Inglês,P026,Revisão Final,Revisão Inglês,60,Online
L0001436,O20230130,2023,2023-05-02,Inglês,P026,Revisão Final,Laboratório Inglês,60,Híbrido
L0001437,O20230130,2023,2023-05-06,Inglês,P026,Revisão Final,Laboratório Inglês,120,online
L0001438,O20230130,2023,2023-06-09,Inglês,P026,Revisão Final,Revisão Inglês,120,online
L0001439,O20230130,2023,2023-06-02,Inglês,P026,Revisão Final,Resolução de questões Inglês,50,Presencial
L0001440,O20230130,2023,2023-07-18,Inglês,P026,Revisão Final,Resolução de questões Inglês,90,Híbrido
L0001441,O20230131,2023,2023-02-21,Filosofia,P030,Revisão Final,Correção de simulado Filosofia,60,online
L0001442,O20230131,2023,2023-02-26,Filosofia,P030,Revisão Final,Laboratório Filosofia,120,online
L0001443,O20230131,2023,2023-03-14,Filosofia,P030,Revisão Final,Resolução de questões Filosofia,90,Presencial
L0001444,O20230131,2023,03-02-2023,Filosofia,P030,Revisão Final,Resolução de questões Filosofia,,Híbrido
L0001445,O20230131,2023,2023-04-04,Filosofia,P030,Revisão Final,Aula teórica Filosofia,90,online
L0001446,O20230131,2023,2023-04-16,Filosofia,P030,Revisão Final, Filosofia,,Presencial
L0001447,O20230131,2023,2023-05-24,Filosofia,P030,Revisão Final,Resolução de questões Filosofia,,
L0001448,O20230131,2023,2023-05-19,Filosofia,P030,Revisão Final,Resolução de questões Filosofia,120,Híbrido
L0001449,O20230131,2023,2023-06-26,Filosofia,P030,Revisão Final, Filosofia,,Presencial
L0001450,O20230131,2023,2023-06-26,Filosofia,P030,Revisão Final,Laboratório Filosofia,90,Híbrido
L0001451,O20230132,2023,2023-02-03,Sociologia,P033,Revisão Final,Aula teórica Sociologia,120,online
L0001452,O20230132,2023,2023-02-13,Sociologia,P033,Revisão Final,Aula teórica Sociologia,120,Presencial
L0001453,O20230132,2023,2023-03-14,Sociologia,P033,Revisão Final,Correção de simulado Sociologia,90,Híbrido
L0001454,O20230132,2023,2023-03-15,Sociologia,P033,Revisão Final,Correção de simulado Sociologia,120,
L0001455,O20230132,2023,2023-04-14,Sociologia,P033,Revisão Final,Resolução de questões Sociologia,75,Presencial
L0001456,O20230132,2023,2023-04-16,Sociologia,P033,Revisão Final, Sociologia,75,Online
L0001457,O20230132,2023,2023-05-01,Sociologia,P033,Revisão Final,Laboratório Sociologia,60,Presencial
L0001458,O20230132,2023,2023-05-24,Sociologia,P033,Revisão Final, Sociologia,50,online
L0001459,O20230132,2023,2023-06-08,Sociologia,P033,Revisão Final, Sociologia,90,Online
L0001460,O20230132,2023,2023-06-04,Sociologia,P033,Revisão Final,Laboratório Sociologia,75,online
L0001461,O20230132,2023,2023-07-03,Sociologia,P033,Revisão Final,Laboratório Sociologia,90,Híbrido
L0001462,O20230132,2023,2023-07-08,Sociologia,P033,Revisão Final,Resolução de questões Sociologia,50,Presencial
L0001463,O20240133,2024,2024/02/27,Matemática,P002,Extensivo A,Laboratório Matemática,50,Híbrido
L0001464,O20240133,2024,2024-02-05,Matemática,P002,Extensivo A,Resolução de questões Matemática,60,Online
L0001465,O20240133,2024,2024-03-11,Matemática,P002,Extensivo A,Aula teórica Matemática,60,Híbrido
L0001466,O20240133,2024,2024-03-22,Matemática,P002,Extensivo A,Revisão Matemática,120,Híbrido
L0001467,O20240133,2024,2024-04-25,Matemática,P002,Extensivo A,Laboratório Matemática,120,Online
L0001468,O20240133,2024,2024-04-09,Matemática,P002,Extensivo A,Laboratório Matemática,50,Presencial
L0001469,O20240133,2024,05-05-2024,Matemática,P002,Extensivo A,Revisão Matemática,120,online
L0001470,O20240133,2024,2024-05-27,Matemática,P002,Extensivo A,Aula teórica Matemática,75,
L0001471,O20240133,2024,2024/06/15,Matemática,P002,Extensivo A, Matemática,120,online
L0001472,O20240133,2024,2024-06-26,Matemática,P002,Extensivo A,Laboratório Matemática,75,Presencial
L0001473,O20240133,2024,2024-07-13,Matemática,P002,Extensivo A,Aula teórica Matemática,120,Online
L0001474,O20240133,2024,2024-07-28,Matemática,P002,Extensivo A,Aula teórica Matemática,120,Online
L0001475,O20240133,2024,2024-08-01,Matemática,P002,Extensivo A,Resolução de questões Matemática,50,Online
L0001476,O20240134,2024,2024-02-10,Física,P005,Extensivo A,Revisão Física,90,Online
L0001477,O20240134,2024,2024-02-22,Física,P005,Extensivo A,Revisão Física,60,Online
L0001478,O20240134,2024,2024-03-11,Física,P005,Extensivo A,Revisão Física,90,Presencial
L0001479,O20240134,2024,2024/03/12,Física,P005,Extensivo A,Correção de simulado Física,75,
L0001480,O20240134,2024,2024-04-11,Física,P005,Extensivo A,Correção de simulado Física,50,Híbrido
L0001481,O20240134,2024,2024-04-26,Física,P005,Extensivo A,Aula teórica Física,50,Híbrido
L0001482,O20240134,2024,2024-05-18,Física,P005,Extensivo A,Revisão Física,60,
L0001483,O20240134,2024,05-16-2024,Física,P005,Extensivo A,Correção de simulado Física,50,online
L0001484,O20240135,2024,2024-02-03,Química,P009,Extensivo A,Resolução de questões Química,90,Híbrido
L0001485,O20240135,2024,2024-02-27,Química,P009,Extensivo A,Revisão Química,50,online
L0001486,O20240135,2024,2024-03-20,Química,P009,Extensivo A,Correção de simulado Química,50,
L0001487,O20240135,2024,2024-03-20,Química,P009,Extensivo A,Laboratório Química,,
L0001488,O20240135,2024,2024-04-19,Química,P009,Extensivo A,Correção de simulado Química,,
L0001489,O20240135,2024,2024-04-22,Química,P009,Extensivo A,Aula teórica Química,,
L0001490,O20240135,2024,2024-05-22,Química,P009,Extensivo A,Correção de simulado Química,120,
L0001491,O20240135,2024,2024-05-03,Química,P009,Extensivo A,Revisão Química,75,Híbrido
L0001492,O20240135,2024,2024-06-26,Química,P009,Extensivo A,Revisão Química,,Presencial
L0001493,O20240135,2024,2024-06-06,Química,P009,Extensivo A,Laboratório Química,75,Online
L0001494,O20240135,2024,2024-07-21,Química,P009,Extensivo A, Química,,Online
L0001495,O20240136,2024,2024-02-26,Biologia,P011,Extensivo A,Resolução de questões Biologia,90,online
L0001496,O20240136,2024,02-05-2024,Biologia,P011,Extensivo A,Aula teórica Biologia,60,Híbrido
L0001497,O20240136,2024,2024-03-23,Biologia,P011,Extensivo A, Biologia,50,Online
L0001498,O20240136,2024,2024-03-25,Biologia,P011,Extensivo A,Aula teórica Biologia,90,online
L0001499,O20240136,2024,2024-04-09,Biologia,P011,Extensivo A, Biologia,,
L0001500,O20240136,2024,2024-04-22,Biologia,P011,Extensivo A,Revisão Biologia,120,Híbrido
L0001501,O20240136,2024,2024/05/14,Biologia,P011,Extensivo A,Revisão Biologia,,Presencial
L0001502,O20240136,2024,2024-05-23,Biologia,P011,Extensivo A,Resolução de questões Biologia,90,
L0001503,O20240136,2024,09/06/2024,Biologia,P011,Extensivo A,Laboratório Biologia,120,
L0001504,O20240136,2024,07/06/2024,Biologia,P011,Extensivo A,Laboratório Biologia,50,Híbrido
L0001505,O20240136,2024,2024-07-06,Biologia,P011,Extensivo A, Biologia,60,online
L0001506,O20240137,2024,2024-02-20,História,P015,Extensivo A, História,90,Híbrido
L0001507,O20240137,2024,2024-02-27,História,P015,Extensivo A,Correção de simulado História,,Híbrido
L0001508,O20240137,2024,2024-03-26,História,P015,Extensivo A,Laboratório História,90,Presencial
L0001509,O20240137,2024,2024-03-14,História,P015,Extensivo A,Resolução de questões História,50,Online
L0001510,O20240137,2024,2024-04-19,História,P015,Extensivo A,Laboratório História,90,online
L0001511,O20240137,2024,2024-04-10,História,P015,Extensivo A,Aula teórica História,60,
L0001512,O20240137,2024,2024-05-15,História,P015,Extensivo A,Revisão História,90,Híbrido
L0001513,O20240137,2024,2024-05-27,História,P015,Extensivo A,Resolução de questões História,90,online
L0001514,O20240137,2024,2024-06-09,História,P015,Extensivo A,Aula teórica História,50,online
L0001515,O20240137,2024,2024-06-19,História,P015,Extensivo A,Aula teórica História,,Híbrido
L0001516,O20240137,2024,2024-07-15,História,P015,Extensivo A,Revisão História,90,Online
L0001517,O20240137,2024,2024-07-07,História,P015,Extensivo A,Resolução de questões História,60,online
L0001518,O20240137,2024,2024-08-05,História,P015,Extensivo A,Revisão História,60,
L0001519,O20240138,2024,2024-02-09,Geografia,P016,Extensivo A, Geografia,60,Online
L0001520,O20240138,2024,2024-02-08,Geografia,P016,Extensivo A,Revisão Geografia,50,online
L0001521,O20240138,2024,2024-03-08,Geografia,P016,Extensivo A,Correção de simulado Geografia,,Híbrido
L0001522,O20240138,2024,2024-03-28,Geografia,P016,Extensivo A, Geografia,75,
L0001523,O20240138,2024,15/04/2024,Geografia,P016,Extensivo A, Geografia,120,Presencial
L0001524,O20240138,2024,2024-04-23,Geografia,P016,Extensivo A,Revisão Geografia,,Presencial
L0001525,O20240138,2024,2024-05-11,Geografia,P016,Extensivo A,Resolução de questões Geografia,50,
L0001526,O20240138,2024,2024-05-05,Geografia,P016,Extensivo A,Correção de simulado Geografia,,Online
L0001527,O20240138,2024,2024-06-22,Geografia,P016,Extensivo A,Resolução de questões Geografia,90,Presencial
L0001528,O20240138,2024,2024-06-13,Geografia,P016,Extensivo A, Geografia,75,online
L0001529,O20240138,2024,2024-07-27,Geografia,P016,Extensivo A,Correção de simulado Geografia,90,
L0001530,O20240138,2024,2024-07-27,Geografia,P016,Extensivo A,Aula teórica Geografia,90,
L0001531,O20240139,2024,2024-02-16,Português,P020,Extensivo A,Resolução de questões Português,50,Presencial
L0001532,O20240139,2024,2024-02-22,Português,P020,Extensivo A,Resolução de questões Português,120,Híbrido
L0001533,O20240139,2024,2024-03-04,Português,P020,Extensivo A,Correção de simulado Português,120,online
L0001534,O20240139,2024,2024-03-09,Português,P020,Extensivo A,Revisão Português,,Híbrido
L0001535,O20240139,2024,2024-04-06,Português,P020,Extensivo A,Resolução de questões Português,120,
L0001536,O20240139,2024,2024-04-01,Português,P020,Extensivo A,Revisão Português,90,online
L0001537,O20240139,2024,2024-05-06,Português,P020,Extensivo A,Revisão Português,90,Híbrido
L0001538,O20240139,2024,2024-05-14,Português,P020,Extensivo A,Revisão Português,120,Presencial
L0001539,O20240139,2024,2024-06-20,Português,P020,Extensivo A,Correção de simulado Português,75,Online
L0001540,O20240139,2024,2024-06-22,Português,P020,Extensivo A,Laboratório Português,75,
L0001541,O20240139,2024,2024/07/19,Português,P020,Extensivo A,Aula teórica Português,50,Presencial
L0001542,O20240140,2024,2024-02-19,Redação,P022,Extensivo A,Laboratório Redação,50,Híbrido
L0001543,O20240140,2024,2024-02-24,Redação,P022,Extensivo A,Laboratório Redação,120,Online
L0001544,O20240140,2024,2024-03-21,Redação,P022,Extensivo A,Resolução de questões Redação,90,Híbrido
L0001545,O20240140,2024,2024-03-27,Redação,P022,Extensivo A,Correção de simulado Redação,,
L0001546,O20240140,2024,2024-04-17,Redação,P022,Extensivo A,Laboratório Redação,60,Online
L0001547,O20240140,2024,2024-04-15,Redação,P022,Extensivo A,Revisão Redação,75,online
L0001548,O20240140,2024,2024-05-02,Redação,P022,Extensivo A,Revisão Redação,,Híbrido
L0001549,O20240140,2024,2024-05-19,Redação,P022,Extensivo A,Laboratório Redação,50,Presencial
L0001550,O20240140,2024,2024-06-04,Redação,P022,Extensivo A,Correção de simulado Redação,50,online
L0001551,O20240140,2024,2024-06-16,Redação,P022,Extensivo A,Correção de simulado Redação,,Presencial
L0001552,O20240140,2024,2024-07-07,Redação,P022,Extensivo A,Resolução de questões Redação,60,Online
L0001553,O20240140,2024,2024-07-20,Redação,P022,Extensivo A,Correção de simulado Redação,75,Online
L0001554,O20240140,2024,2024-08-02,Redação,P022,Extensivo A,Resolução de questões Redação,,online
L0001555,O20240140,2024,2024-08-11,Redação,P022,Extensivo A,Aula teórica Redação,75,
L0001556,O20240141,2024,2024-02-18,Inglês,P025,Extensivo A, Inglês,75,Presencial
L0001557,O20240141,2024,2024-02-17,Inglês,P025,Extensivo A,Correção de simulado Inglês,50,Online
L0001558,O20240141,2024,2024-03-11,Inglês,P025,Extensivo A,Laboratório Inglês,90,
L0001559,O20240141,2024,2024-03-11,Inglês,P025,Extensivo A,Correção de simulado Inglês,50,Online
L0001560,O20240141,2024,2024-04-27,Inglês,P025,Extensivo A,Aula teórica Inglês,120,online
L0001561,O20240141,2024,2024-04-03,Inglês,P025,Extensivo A,Revisão Inglês,120,Presencial
L0001562,O20240141,2024,2024-05-13,Inglês,P025,Extensivo A,Resolução de questões Inglês,75,Híbrido
L0001563,O20240141,2024,2024-05-18,Inglês,P025,Extensivo A,Aula teórica Inglês,120,Presencial
L0001564,O20240141,2024,2024-06-05,Inglês,P025,Extensivo A,Correção de simulado Inglês,50,Híbrido
L0001565,O20240141,2024,2024-06-11,Inglês,P025,Extensivo A,Revisão Inglês,120,Online
L0001566,O20240141,2024,2024-07-06,Inglês,P025,Extensivo A,Laboratório Inglês,50,online
L0001567,O20240142,2024,2024-02-21,Filosofia,P028,Extensivo A,Correção de simulado Filosofia,,Online
L0001568,O20240142,2024,2024-02-12,Filosofia,P028,Extensivo A,Laboratório Filosofia,60,Híbrido
L0001569,O20240142,2024,2024-03-14,Filosofia,P028,Extensivo A, Filosofia,75,online
L0001570,O20240142,2024,2024-03-22,Filosofia,P028,Extensivo A,Resolução de questões Filosofia,120,Presencial
