matricula_id,aluno_id,oferta_id,ano,materia_declarada,data_matricula,bolsa_percentual,status_matricula,nota_diagnostico,origem_captacao
M0004945,A00415,O20230128,2023,PORTUGUÊS,2023-01-14,50,concluida,58.5,
M0004946,A00415,O20230129,2023,Redação,2023/04/02,25,,69.3,Instagram
M0004947,A00416,O20250191,2025,Biologia,2025-04-26,20,Concluída,65.8,Instagram
M0004948,A00416,O20250197,2025,Filosofia,2025-02-16,30,Concluída,75.5,Indicação
M0004949,A00416,O20250189,2025,Física,2025-03-14,0,Concluída,70.9,
M0004950,A00416,O20250193,2025,Geografia,2025-04-01,0,Trancada,44.1,Feira escolar
M0004951,A00416,O20250192,2025,História,2025-01-09,,Ativa,65.7,Instagram
M0004952,A00416,O20250196,2025,Inglês,2025-04-08,15,Concluída,48.2,Feira escolar
M0004953,A00416,O20250188,2025,Matemática,2025-04-10,25,,63.6,WhatsApp
M0004954,A00416,O20250194,2025,Português,2025-04-24,0,Concluída,39.1,Feira escolar
M0004955,A00416,O20250190,2025,Química,2025-02-24,,Concluída,53.5,Feira escolar
M0004956,A00416,O20250195,2025,Redação,2025-04-07,0,concluida,75.0,Feira escolar
M0004957,A00416,O20250198,2025,Sociologia,2025-01-18,20,Ativa,60.7,WhatsApp
M0004958,A00417,O20220081,2022,BIOLOGIA,2022-01-12,0,Trancada,56.9,Indicação
M0004959,A00417,O20220087,2022,Filosofia,2022-02-18,10,Ativa,71.3,Google
M0004960,A00417,O20220079,2022,Física,12/02/2022,15,Concluída,25.9,WhatsApp
M0004961,A00417,O20220083,2022,GEOGRAFIA,2022-03-03,10,Concluída,67.9,WhatsApp
M0004962,A00417,O20220082,2022,História,2022-04-26,50,concluida,53.9,
M0004963,A00417,O20220086,2022,Inglês,2022-04-19,,Concluída,48.5,Indicação
M0004964,A00417,O20220078,2022,Mat.,2022-01-07,,,56.9,WhatsApp
M0004965,A00417,O20220084,2022,Português,2022-03-23,15,Concluída,80.7,
M0004966,A00417,O20220085,2022,Redacao,2022-04-04,20,Ativa,61.0,WhatsApp
M0004967,A00417,O20220088,2022,Sociologia,2022-04-02,20,Concluída,63.8,Instagram
M0004968,A00418,O20250180,2025,Biologia,2025/01/22,0,Ativa,41.8,Indicação
M0004969,A00418,O20250186,2025,Filosofia,2025-01-05,0,Concluída,52.2,Instagram
M0004970,A00418,O20250178,2025,Física,2025-04-25,0,Ativa,72.5,WhatsApp
M0004971,A00418,O20250182,2025,Geografia,2025-01-13,30,Concluída,76.0,Feira escolar
M0004972,A00418,O20250181,2025,História,2025-04-08,50,Ativa,83.9,Indicação
M0004973,A00418,O20250185,2025,Inglês,2025-01-25,0,Concluída,55.9,WhatsApp
M0004974,A00418,O20250177,2025,Matemática,04-09-2025,0,Concluída,41.2,Feira escolar
M0004975,A00418,O20250183,2025,PORTUGUÊS,2025-01-14,,Concluída,69.1,Indicação
M0004976,A00418,O20250179,2025,Química,2025-03-08,0,Ativa,63.0,Indicação
M0004977,A00418,O20250184,2025,Redação,2025-02-10,25,Concluída,57.8,Indicação
M0004978,A00418,O20250187,2025,SOCIOLOGIA,2025-02-22,15,Cancelada,58.7,WhatsApp
M0004979,A00419,O20240147,2024,Biologia,2024-04-15,0,Concluída,68.0,Indicação
M0004980,A00419,O20240153,2024,Filosofia,2024-01-08,50,Concluída,52.2,Indicação
M0004981,A00419,O20240152,2024,Inglês,2024-04-28,,Concluída,68.0,
M0004982,A00419,O20240144,2024,Matemática,2024-03-06,0,Concluída,49.6,Indicação
M0004983,A00419,O20240150,2024,Português,2024-02-21,0,Concluída,64.7,Indicação
M0004984,A00419,O20240146,2024,Química,04-10-2024,25,Concluída,66.2,Indicação
M0004985,A00419,O20240151,2024,REDAÇÃO,2024-03-12,0,Concluída,64.1,Google
M0004986,A00419,O20250202,2025,Biologia,04-24-2025,,Concluída,52.8,Feira escolar
M0004987,A00419,O20250208,2025,Filosofia,2025/01/01,30,Concluída,72.6,WhatsApp
M0004988,A00419,O20250200,2025,Física,2025-02-02,10,Concluída,87.2,Feira escolar
M0004989,A00419,O20250204,2025,Geografia,01-19-2025,30,Concluída,81.6,Indicação
M0004990,A00419,O20250203,2025,Historia,2025-01-08,15,Concluída,63.2,WhatsApp
M0004991,A00419,O20250207,2025,Inglês,04/04/2025,0,Concluída,60.5,Google
M0004992,A00419,O20250199,2025,Matemática,04-15-2025,,Concluída,56.9,WhatsApp
M0004993,A00419,O20250205,2025,Portugues,02-22-2025,0,Concluída,57.7,Indicação
M0004994,A00419,O20250201,2025,Química,2025-03-02,0,Ativa,69.4,Google
M0004995,A00419,O20250206,2025,Redação,2025-04-28,25,Concluída,49.0,Feira escolar
M0004996,A00419,O20250209,2025,Sociologia,2025-01-28,25,Concluída,50.7,Instagram
M0004997,A00420,O20240158,2024,Biologia,2024-02-24,0,Cancelada,58.1,Feira escolar
M0004998,A00420,O20240164,2024,Filosofia,2024-01-19,,Cancelada,85.6,
M0004999,A00420,O20240156,2024,Física,2024-01-24,25,Concluída,54.7,Feira escolar
M0005000,A00420,O20240160,2024,Geografia,15/03/2024,50,Ativa,59.5,
M0005001,A00420,O20240159,2024,História,2024-03-10,0,Concluída,34.8,Feira escolar
M0005002,A00420,O20240155,2024,Matemática,2024-01-01,,Ativa,55.9,WhatsApp
M0005003,A00420,O20240161,2024,Português,2024-02-09,,Cancelada,29.1,
M0005004,A00420,O20240157,2024,QUÍMICA,2024-03-22,10,Ativa,57.1,Indicação
M0005005,A00420,O20240162,2024,Redação,2024-04-03,0,Concluída,65.7,Indicação
M0005006,A00421,O20240147,2024,Biologia,2024-02-15,10,Concluída,62.3,Google
M0005007,A00421,O20240153,2024,Filosofia,2024-02-06,0,Cancelada,51.7,WhatsApp
M0005008,A00421,O20240145,2024,Física,2024-01-18,15,concluida,75.3,
M0005009,A00421,O20240149,2024,Geografia,2024-01-10,50,Concluída,61.5,
M0005010,A00421,O20240148,2024,História,2024-01-26,30,concluida,40.0,WhatsApp
M0005011,A00421,O20240152,2024,Inglês,2024-04-06,0,Concluída,55.9,Feira escolar
M0005012,A00421,O20240144,2024,Matemática,2024-04-20,,Concluída,52.3,Google
M0005013,A00421,O20240150,2024,Português,2024-03-15,50,Ativa,47.5,Indicação
M0005014,A00421,O20240146,2024,Química,2024-02-14,50,Concluída,70.4,
M0005015,A00421,O20240151,2024,Redação,2024-04-10,25,Concluída,43.5,Feira escolar
M0005016,A00421,O20240154,2024,Sociologia,2024-04-21,25,Concluída,47.7,Instagram
M0005017,A00421,O20250180,2025,Biologia,2025/01/24,50,Ativa,69.7,
M0005018,A00421,O20250186,2025,Filosofia,2025-01-16,0,Ativa,70.7,WhatsApp
M0005019,A00421,O20250178,2025,Física,2025-02-15,20,Ativa,57.3,Feira escolar
M0005020,A00421,O20250182,2025,Geografia,2025-01-28,25,Concluída,86.1,Google
M0005021,A00421,O20250177,2025,Matemática,2025-04-23,50,Concluída,54.4,
M0005022,A00421,O20250183,2025,Português,2025-02-07,10,Concluída,44.4,Google
M0005023,A00421,O20250184,2025,Redação,2025-01-17,0,Concluída,51.3,WhatsApp
M0005024,A00421,O20250187,2025,Sociologia,2025-03-05,0,Cancelada,55.9,Indicação
M0005025,A00422,O20230120,2023,Filosofia,2023-04-28,,Concluída,64.3,Google
M0005026,A00422,O20230112,2023,Física,2023-01-20,30,Ativa,38.2,Indicação
M0005027,A00422,O20230116,2023,Geografia,2023-04-14,0,Concluída,55.0,WhatsApp
M0005028,A00422,O20230119,2023,Inglês,2023-01-20,30,Concluída,66.6,Instagram
M0005029,A00422,O20230111,2023,Matemática,2023-01-27,20,Ativa,34.6,Instagram
M0005030,A00422,O20230117,2023,Português,2023-02-06,30,concluida,63.1,Indicação
M0005031,A00422,O20230113,2023,Química,2023-03-10,15,Concluída,80.0,Google
M0005032,A00422,O20230118,2023,Redação,2023-01-25,30,Concluída,30.2,
M0005033,A00423,O20240164,2024,Filosofia,2024-03-08,15,Ativa,63.4,Instagram
M0005034,A00423,O20240156,2024,Física,2024-04-08,25,Concluída,52.3,Instagram
M0005035,A00423,O20240159,2024,História,2024-02-15,50,Ativa,42.4,WhatsApp
M0005036,A00423,O20240163,2024,Inglês,2024-02-17,30,Concluída,39.5,Indicação
M0005037,A00423,O20240155,2024,Matemática,21/01/2024,10,Concluída,98.2,Google
M0005038,A00423,O20240161,2024,Português,2024-02-09,0,Concluída,49.1,Google
M0005039,A00423,O20240157,2024,Química,2024-02-19,50,Concluída,64.3,Instagram
M0005040,A00423,O20240162,2024,Redação,2024-04-27,0,Concluída,54.4,WhatsApp
M0005041,A00423,O20240165,2024,Sociologia,2024-01-19,15,Concluída,62.5,
M0005042,A00423,O20250213,2025,Biologia,2025-04-23,0,Ativa,68.8,Instagram
M0005043,A00423,O20250219,2025,Filosofia,2025-03-15,0,Concluída,65.6,Indicação
M0005044,A00423,O20250211,2025,Física,2025-01-22,25,Concluída,60.5,
M0005045,A00423,O20250215,2025,Geografia,2025-04-10,10,Ativa,71.5,Indicação
M0005046,A00423,O20250210,2025,Matemática,2025-04-02,0,Ativa,56.4,
M0005047,A00423,O20250216,2025,Português,2025-01-07,25,Ativa,37.1,Google
M0005048,A00423,O20250212,2025,Química,2025-03-20,,Ativa,44.9,Instagram
M0005049,A00423,O20250217,2025,Redação,2025-03-07,0,Concluída,63.1,Instagram
M0005050,A00423,O20250220,2025,Sociologia,2025-03-28,20,Concluída,70.3,Instagram
M0005051,A00424,O20250213,2025,Biologia,03-01-2025,,concluida,53.1,WhatsApp
M0005052,A00424,O20250219,2025,Filosofia,2025-04-16,0,Concluída,38.5,Instagram
M0005053,A00424,O20250211,2025,Física,2025-02-11,30,Concluída,79.2,
M0005054,A00424,O20250215,2025,Geografia,2025-02-13,30,Concluída,71.3,Feira escolar
M0005055,A00424,O20250214,2025,História,2025-01-25,0,Ativa,65.3,
M0005056,A00424,O20250218,2025,Inglês,2025-04-08,0,Concluída,49.8,Feira escolar
M0005057,A00424,O20250210,2025,Matemática,2025-01-28,0,Ativa,56.6,WhatsApp
M0005058,A00424,O20250216,2025,Português,2025-04-06,0,Concluída,43.2,
M0005059,A00424,O20250212,2025,Química,2025-02-28,15,Trancada,55.4,
M0005060,A00424,O20250217,2025,Redação,2025-03-05,30,Concluída,52.7,WhatsApp
M0005061,A00424,O20250220,2025,Sociologia,2025-02-22,50,Ativa,58.8,Instagram
M0005062,A00425,O20250180,2025,Biologia,2025/03/21,,Concluída,83.0,Feira escolar
M0005063,A00425,O20250178,2025,Física,2025-02-22,,Concluída,38.6,Feira escolar
M0005064,A00425,O20250182,2025,Geografia,2025-02-24,0,Concluída,55.1,WhatsApp
M0005065,A00425,O20250181,2025,História,2025-02-05,50,Concluída,66.7,Indicação
M0005066,A00425,O20250185,2025,Inglês,2025-04-05,15,Concluída,61.5,
M0005067,A00425,O20250177,2025,Matemática,2025-03-15,0,concluida,71.2,
M0005068,A00425,O20250183,2025,Português,2025-01-28,0,Concluída,58.9,WhatsApp
M0005069,A00425,O20250179,2025,Química,2025-04-10,0,Concluída,72.8,WhatsApp
M0005070,A00425,O20250184,2025,Redação,05/02/2025,0,Concluída,45.8,
M0005071,A00425,O20250187,2025,Sociologia,2025-01-26,15,Trancada,50.9,
M0005072,A00426,O20240136,2024,Biologia,2024-03-11,,Concluída,50.4,Indicação
M0005073,A00426,O20240142,2024,FILOSOFIA,2024-04-20,,Concluída,58.9,Instagram
M0005074,A00426,O20240138,2024,Geografia,2024-03-15,10,concluida,45.5,Instagram
M0005075,A00426,O20240137,2024,História,2024-01-02,25,Concluída,67.0,
M0005076,A00426,O20240133,2024,Matemática,13/02/2024,20,Concluída,59.5,Indicação
M0005077,A00426,O20240139,2024,Português,2024-03-03,10,Trancada,46.8,Instagram
M0005078,A00426,O20240140,2024,Redação,2024-03-26,0,Cancelada,51.1,WhatsApp
M0005079,A00426,O20240143,2024,Sociologia,2024-02-01,50,Concluída,66.2,Feira escolar
M0005080,A00427,O20240142,2024,Filosofia,2024-04-13,0,Concluída,74.1,Indicação
M0005081,A00427,O20240138,2024,Geografia,2024-02-24,,concluida,49.1,Instagram
M0005082,A00427,O20240137,2024,História,2024-04-21,0,Concluída,70.8,Feira escolar
M0005083,A00427,O20240141,2024,Inglês,2024-02-17,50,Cancelada,74.1,Indicação
M0005084,A00427,O20240133,2024,Matemática,01-27-2024,50,Concluída,60.1,WhatsApp
M0005085,A00427,O20240139,2024,Português,2024-04-03,,Concluída,52.0,Feira escolar
M0005086,A00427,O20240135,2024,Química,2024-03-13,15,Ativa,47.5,Instagram
M0005087,A00427,O20240140,2024,Redacao,2024-04-08,20,Ativa,51.6,
M0005088,A00428,O20220059,2022,Biologia,2022-01-26,25,Concluída,54.5,Instagram
M0005089,A00428,O20220065,2022,Filosofia,2022-02-05,50,Concluída,64.2,Google
M0005090,A00428,O20220057,2022,Física,07/03/2022,15,Concluída,75.7,Feira escolar
M0005091,A00428,O20220061,2022,Geografia,2022-03-04,10,Concluída,73.1,
M0005092,A00428,O20220060,2022,História,2022-03-09,0,Trancada,47.4,Instagram
M0005093,A00428,O20220064,2022,Inglês,2022-02-04,0,Concluída,84.5,Feira escolar
M0005094,A00428,O20220056,2022,Matemática,2022-01-05,,Concluída,47.6,Instagram
M0005095,A00428,O20220062,2022,Português,2022-03-22,0,concluida,45.5,Indicação
M0005096,A00428,O20220058,2022,Química,2022-03-20,10,Concluída,39.3,Instagram
M0005097,A00428,O20220063,2022,Redacao,2022-03-13,50,Concluída,47.3,Indicação
M0005098,A00429,O20250213,2025,Biologia,2025-03-05,0,Concluída,54.1,Feira escolar
M0005099,A00429,O20250219,2025,Filosofia,2025-01-14,0,Concluída,52.6,Feira escolar
M0005100,A00429,O20250211,2025,Física,2025-04-22,0,Cancelada,13.0,Feira escolar
M0005101,A00429,O20250215,2025,Geografia,2025-01-26,,Concluída,46.2,Google
M0005102,A00429,O20250214,2025,História,2025-02-25,25,Concluída,57.8,Indicação
M0005103,A00429,O20250218,2025,Inglês,2025-02-20,,Concluída,58.3,WhatsApp
M0005104,A00429,O20250210,2025,Matemática,2025-03-10,20,Concluída,44.7,WhatsApp
M0005105,A00429,O20250216,2025,Português,2025-02-16,15,Concluída,54.8,Instagram
M0005106,A00429,O20250212,2025,Química,2025-03-04,50,Concluída,57.4,Instagram
M0005107,A00429,O20250217,2025,Redação,2025-01-18,0,Ativa,72.0,
M0005108,A00429,O20250220,2025,Sociologia,2025-01-13,20,Concluída,81.0,Feira escolar
M0005109,A00430,O20240136,2024,Biologia,2024-02-05,0,Concluída,64.6,Feira escolar
M0005110,A00430,O20240142,2024,Filosofia,2024-02-26,50,Ativa,56.2,Feira escolar
M0005111,A00430,O20240134,2024,Física,2024-02-03,0,Concluída,68.3,Instagram
M0005112,A00430,O20240138,2024,Geografia,2024-03-15,30,Concluída,66.5,Google
M0005113,A00430,O20240137,2024,História,2024/01/16,0,Concluída,57.7,Instagram
M0005114,A00430,O20240141,2024,Inglês,2024-04-21,15,Concluída,53.5,Instagram
M0005115,A00430,O20240133,2024,Matemática,2024-02-21,25,Concluída,64.9,Instagram
M0005116,A00430,O20240139,2024,Português,2024-01-07,0,Concluída,28.4,
M0005117,A00430,O20240135,2024,Química,2024-04-13,15,Ativa,60.6,WhatsApp
M0005118,A00430,O20240140,2024,Redação,13/01/2024,10,Ativa,42.4,Instagram
M0005119,A00430,O20240143,2024,Sociologia,2024-03-09,50,Concluída,50.6,Instagram
M0005120,A00431,O20230098,2023,Filosofia,2023-03-11,10,Concluída,42.9,WhatsApp
M0005121,A00431,O20230090,2023,Física,2023-04-18,50,Concluída,66.4,Feira escolar
M0005122,A00431,O20230093,2023,História,2023-03-16,20,Ativa,44.3,Feira escolar
M0005123,A00431,O20230097,2023,Inglês,2023-01-04,0,Concluída,76.8,WhatsApp
M0005124,A00431,O20230089,2023,Matemática,2023-03-13,20,Concluída,35.7,Feira escolar
M0005125,A00431,O20230095,2023,Português,03-18-2023,0,Concluída,38.9,Instagram
M0005126,A00431,O20230096,2023,Redação,2023-01-18,30,concluida,44.4,WhatsApp
M0005127,A00431,O20230099,2023,Sociologia,2023-04-09,0,Concluída,78.3,Feira escolar
M0005128,A00431,O20240147,2024,Biologia,2024-03-15,0,concluida,74.3,
M0005129,A00431,O20240153,2024,Filosofia,2024-03-21,0,Trancada,55.2,
M0005130,A00431,O20240145,2024,Física,2024-01-20,,Concluída,41.6,Instagram
M0005131,A00431,O20240149,2024,Geografia,2024-02-10,0,Concluída,31.8,Google
M0005132,A00431,O20240148,2024,Historia,2024-04-03,10,Ativa,61.5,Instagram
M0005133,A00431,O20240144,2024,Mat.,2024-01-16,0,Concluída,62.2,Instagram
M0005134,A00431,O20240150,2024,Português,2024-03-19,0,Concluída,76.8,Indicação
M0005135,A00431,O20240146,2024,Química,2024-01-14,0,Concluída,41.8,Google
M0005136,A00431,O20240151,2024,Redação,2024-04-27,50,Concluída,54.2,Feira escolar
M0005137,A00431,O20250186,2025,Filosofia,2025-04-16,0,Concluída,36.4,WhatsApp
M0005138,A00431,O20250178,2025,Física,2025-04-26,10,Ativa,81.1,
M0005139,A00431,O20250182,2025,Geografia,2025-03-05,20,Concluída,21.7,Feira escolar
M0005140,A00431,O20250181,2025,História,2025-04-05,,Concluída,60.9,Indicação
M0005141,A00431,O20250185,2025,Inglês,2025-03-23,0,Concluída,50.1,WhatsApp
M0005142,A00431,O20250177,2025,Matemática,2025/04/08,0,Concluída,36.1,
M0005143,A00431,O20250183,2025,Português,2025-02-08,,Concluída,65.3,Feira escolar
M0005144,A00431,O20250179,2025,Química,2025-03-14,0,Concluída,78.7,
M0005145,A00431,O20250184,2025,Redação,2025-04-10,30,Cancelada,64.8,WhatsApp
M0005146,A00431,O20250187,2025,Sociologia,2025-03-28,30,Concluída,58.7,Google
M0005147,A00432,O20250213,2025,Biologia,2025-02-06,15,Concluída,46.9,Feira escolar
M0005148,A00432,O20250219,2025,Filosofia,2025-04-17,50,Concluída,70.2,Instagram
M0005149,A00432,O20250211,2025,Física,2025-03-17,15,Trancada,76.9,Feira escolar
M0005150,A00432,O20250215,2025,Geografia,2025-03-26,0,Concluída,55.8,Google
M0005151,A00432,O20250214,2025,História,2025-03-02,15,Ativa,72.9,Indicação
M0005152,A00432,O20250210,2025,Matemática,2025-01-25,15,concluida,34.3,Indicação
M0005153,A00432,O20250216,2025,Portugues,2025-02-25,30,Concluída,43.6,Indicação
M0005154,A00432,O20250212,2025,Química,2025-04-10,0,Concluída,75.4,Feira escolar
M0005155,A00432,O20250217,2025,Redação,2025-03-05,10,Concluída,33.8,Indicação
M0005156,A00432,O20250220,2025,Sociologia,2025-03-24,15,Concluída,57.5,Indicação
M0005157,A00433,O20220059,2022,Biologia,2022-03-13,0,Concluída,52.6,WhatsApp
M0005158,A00433,O20220065,2022,Filosofia,2022-04-24,0,Concluída,68.0,Indicação
M0005159,A00433,O20220057,2022,Fisica,2022-04-13,20,Concluída,53.9,Google
M0005160,A00433,O20220061,2022,Geografia,2022-01-02,0,Ativa,34.0,
M0005161,A00433,O20220060,2022,História,2022-01-03,25,Cancelada,39.9,
M0005162,A00433,O20220064,2022,Ingles,2022-04-21,25,Concluída,57.8,Indicação
M0005163,A00433,O20220056,2022,Matemática,2022-01-06,10,Concluída,50.9,WhatsApp
M0005164,A00433,O20220062,2022,Português,01/04/2022,0,Concluída,50.2,
M0005165,A00433,O20220058,2022,Quimica,2022-04-11,15,Concluída,45.2,Feira escolar
M0005166,A00433,O20220063,2022,Redacao,2022-04-20,10,Ativa,46.3,
M0005167,A00433,O20220066,2022,Sociologia,03-08-2022,50,Trancada,77.7,Feira escolar
M0005168,A00433,O20230103,2023,Biologia,2023-01-03,30,concluida,74.0,Indicação
M0005169,A00433,O20230109,2023,Filosofia,2023-01-28,0,Concluída,84.0,WhatsApp
M0005170,A00433,O20230101,2023,Física,2023-03-28,0,Concluída,40.7,Instagram
M0005171,A00433,O20230105,2023,Geografia,2023-03-10,15,concluida,59.8,
M0005172,A00433,O20230104,2023,História,2023-02-21,25,Ativa,72.9,Instagram
M0005173,A00433,O20230108,2023,Inglês,2023-01-22,25,Concluída,41.3,WhatsApp
M0005174,A00433,O20230100,2023,Matematica,2023-01-18,,Concluída,82.8,WhatsApp
M0005175,A00433,O20230106,2023,Português,03-19-2023,50,Concluída,60.3,Instagram
M0005176,A00433,O20230107,2023,Redação,2023-02-27,25,Concluída,32.4,Instagram
M0005177,A00433,O20230110,2023,Sociologia,2023-04-11,10,Concluída,46.2,Feira escolar
M0005178,A00434,O20240136,2024,BIOLOGIA,2024-04-14,,Concluída,68.6,
M0005179,A00434,O20240142,2024,Filosofia,2024-02-19,10,Concluída,42.1,Indicação
M0005180,A00434,O20240134,2024,Física,2024-01-24,50,Concluída,77.7,Feira escolar
M0005181,A00434,O20240138,2024,Geografia,27/01/2024,30,Concluída,55.2,Feira escolar
M0005182,A00434,O20240137,2024,História,2024-02-23,10,Concluída,67.0,Feira escolar
M0005183,A00434,O20240141,2024,Inglês,2024-04-14,,Concluída,51.4,Instagram
M0005184,A00434,O20240133,2024,Matemática,2024-01-15,0,Concluída,37.3,Feira escolar
M0005185,A00434,O20240139,2024,Português,2024-02-18,20,Concluída,50.8,Google
M0005186,A00434,O20240135,2024,Química,2024-01-14,,Concluída,56.6,Feira escolar
M0005187,A00434,O20240140,2024,Redação,2024-03-06,50,Ativa,57.5,Instagram
M0005188,A00434,O20240143,2024,Sociologia,2024-01-25,50,Concluída,66.1,WhatsApp
M0005189,A00435,O20240158,2024,Biologia,2024-03-11,0,Ativa,47.1,Indicação
M0005190,A00435,O20240156,2024,Física,2024-01-25,30,Concluída,64.2,Feira escolar
M0005191,A00435,O20240160,2024,GEOGRAFIA,2024-04-18,0,Ativa,46.1,Feira escolar
M0005192,A00435,O20240159,2024,História,2024-02-17,25,Concluída,60.1,Indicação
M0005193,A00435,O20240163,2024,Inglês,2024-02-21,15,Ativa,63.5,Feira escolar
M0005194,A00435,O20240155,2024,Matemática,2024-03-02,50,concluida,49.6,Feira escolar
M0005195,A00435,O20240161,2024,Português,2024-03-10,30,Ativa,62.8,Instagram
M0005196,A00435,O20240157,2024,Química,2024-01-26,25,Concluída,64.4,Feira escolar
M0005197,A00435,O20240162,2024,Redação,2024-01-27,25,Concluída,57.6,Instagram
M0005198,A00435,O20240165,2024,Sociologia,2024-03-24,10,Concluída,25.8,Google
M0005199,A00435,O20250180,2025,Biologia,2025-01-05,20,Concluída,63.8,Instagram
M0005200,A00435,O20250178,2025,Física,2025-03-08,25,Concluída,54.9,WhatsApp
M0005201,A00435,O20250182,2025,Geografia,2025-03-05,0,Concluída,68.0,Indicação
M0005202,A00435,O20250181,2025,História,03-18-2025,0,Concluída,69.1,Feira escolar
M0005203,A00435,O20250185,2025,Inglês,2025-01-09,0,Concluída,52.1,Indicação
M0005204,A00435,O20250177,2025,Matemática,2025-03-20,0,Ativa,55.4,Feira escolar
M0005205,A00435,O20250183,2025,Português,2025-04-17,0,Concluída,57.2,WhatsApp
M0005206,A00435,O20250179,2025,Química,2025-01-20,0,concluida,69.3,Indicação
M0005207,A00435,O20250184,2025,Redação,01-24-2025,10,Concluída,64.6,Indicação
M0005208,A00435,O20250187,2025,SOCIOLOGIA,2025-03-19,0,concluida,56.1,WhatsApp
M0005209,A00436,O20240169,2024,Biologia,2024-03-12,0,Concluída,42.8,Google
M0005210,A00436,O20240175,2024,Filosofia,2024-01-06,0,Concluída,67.3,Instagram
M0005211,A00436,O20240167,2024,Física,06/01/2024,,Cancelada,65.9,Google
M0005212,A00436,O20240170,2024,História,2024-01-05,0,Ativa,69.7,Google
M0005213,A00436,O20240174,2024,Inglês,2024-02-17,10,Ativa,39.1,WhatsApp
M0005214,A00436,O20240166,2024,Matematica,2024-03-04,,Ativa,68.5,
M0005215,A00436,O20240172,2024,Português,2024-01-06,0,Concluída,53.6,Google
M0005216,A00436,O20240173,2024,Redação,2024-01-16,25,Concluída,59.1,Feira escolar
M0005217,A00436,O20240176,2024,Sociologia,2024-03-20,20,Ativa,45.4,Google
M0005218,A00437,O20250202,2025,Biologia,2025-03-12,50,Concluída,61.1,Feira escolar
M0005219,A00437,O20250208,2025,Filosofia,2025-04-28,50,Concluída,65.4,Instagram
M0005220,A00437,O20250200,2025,Física,03-28-2025,25,Cancelada,65.6,Feira escolar
M0005221,A00437,O20250204,2025,Geografia,2025-04-22,0,Concluída,53.4,Indicação
M0005222,A00437,O20250203,2025,História,2025-04-10,0,Concluída,54.3,Instagram
M0005223,A00437,O20250207,2025,Inglês,2025-01-02,30,Trancada,49.5,
M0005224,A00437,O20250199,2025,Matemática,2025-03-16,15,Ativa,63.4,Feira escolar
M0005225,A00437,O20250205,2025,Português,2025-03-28,20,Concluída,71.6,Instagram
M0005226,A00437,O20250201,2025,Química,2025-01-21,20,Ativa,78.2,WhatsApp
M0005227,A00437,O20250206,2025,Redação,2025-02-10,0,Cancelada,32.8,Instagram
M0005228,A00438,O20220048,2022,Biologia,2022-03-21,0,Concluída,65.6,Instagram
M0005229,A00438,O20220054,2022,Filosofia,2022-04-06,15,Concluída,44.7,
M0005230,A00438,O20220046,2022,Física,2022-01-03,20,Concluída,48.2,Indicação
M0005231,A00438,O20220050,2022,Geografia,2022/04/24,25,Ativa,79.7,Indicação
M0005232,A00438,O20220049,2022,História,2022-02-19,50,Concluída,79.2,Google
M0005233,A00438,O20220053,2022,Inglês,2022-04-10,0,Ativa,42.8,Feira escolar
M0005234,A00438,O20220045,2022,Matemática,2022-03-20,30,Cancelada,55.9,Google
M0005235,A00438,O20220051,2022,Português,02-27-2022,30,Ativa,56.2,Google
M0005236,A00438,O20220047,2022,QUÍMICA,2022-02-08,20,Concluída,47.8,Instagram
M0005237,A00438,O20220052,2022,Redação,2022-02-22,0,Concluída,60.1,WhatsApp
M0005238,A00439,O20240147,2024,BIOLOGIA,2024-01-09,0,concluida,45.6,Feira escolar
M0005239,A00439,O20240145,2024,Física,2024-01-10,0,Concluída,42.6,
M0005240,A00439,O20240149,2024,Geografia,2024-04-01,50,Concluída,36.0,WhatsApp
M0005241,A00439,O20240148,2024,História,2024-03-09,50,,36.2,
M0005242,A00439,O20240152,2024,Inglês,2024-04-22,,Ativa,68.2,Feira escolar
M0005243,A00439,O20240144,2024,Matemática,03-27-2024,15,Concluída,49.4,
M0005244,A00439,O20240150,2024,Português,2024-03-06,10,Ativa,45.9,Feira escolar
M0005245,A00439,O20240151,2024,Redação,2024-04-01,30,Concluída,47.4,
M0005246,A00439,O20240154,2024,Sociologia,2024-03-18,0,Cancelada,56.3,Google
M0005247,A00439,O20250186,2025,Filosofia,04/03/2025,50,Concluída,56.4,WhatsApp
M0005248,A00439,O20250178,2025,Física,2025-02-23,25,Concluída,63.2,Instagram
M0005249,A00439,O20250182,2025,Geografia,2025-03-14,,Ativa,52.9,Feira escolar
M0005250,A00439,O20250181,2025,História,2025-01-28,30,Concluída,61.8,
M0005251,A00439,O20250185,2025,Inglês,2025-01-17,0,Cancelada,58.0,WhatsApp
M0005252,A00439,O20250177,2025,Matemática,2025-03-03,0,Concluída,42.1,Google
M0005253,A00439,O20250183,2025,Português,2025-02-27,50,concluida,64.8,
M0005254,A00439,O20250184,2025,Redação,2025-02-13,20,Ativa,60.2,Feira escolar
M0005255,A00439,O20250187,2025,Sociologia,2025-04-11,30,Cancelada,26.8,
M0005256,A00440,O20240136,2024,Biologia,2024/02/10,0,Concluída,36.4,WhatsApp
M0005257,A00440,O20240134,2024,Física,2024-01-08,10,Concluída,50.1,Indicação
M0005258,A00440,O20240138,2024,Geografia,2024-02-03,30,Ativa,65.6,Feira escolar
M0005259,A00440,O20240133,2024,Matemática,2024-01-01,30,Concluída,67.1,Indicação
