presenca_id,aula_id,aluno_id,status_presenca,atraso_min,justificativa
PA000037057,L0001373,A00576,Ausente,,Conflito de horário
PA000037058,L0001373,A00675,Presente,20,
PA000037059,L0001373,A00762,Atrasado,30,
PA000037060,L0001374,A00022,Presente,,
PA000037061,L0001374,A00028,Justificado,,Atestado
PA000037062,L0001374,A00097,Presente,5,
PA000037063,L0001374,A00121,Presente,0,
PA000037064,L0001374,A00188,Presente,0,
PA000037065,L0001374,A00250,Presente,0,
PA000037066,L0001374,A00304,Presente,0,
PA000037067,L0001374,A00400,Presente,0,
PA000037068,L0001374,A00408,Ausente,,Conflito de horário
PA000037069,L0001374,A00442,Presente,10,
PA000037070,L0001374,A00500,Presente,10,
PA000037071,L0001374,A00509,Presente,0,
PA000037072,L0001374,A00531,presente,15,
PA000037073,L0001374,A00544,Ausente,,Motivo familiar
PA000037074,L0001374,A00553,Presente,10,
PA000037075,L0001374,A00557,Presente,0,
PA000037076,L0001374,A00576,Presente,5,
PA000037077,L0001374,A00675,Presente,30,
PA000037078,L0001374,A00762,Presente,0,
PA000037079,L0001374,A00769,Presente,0,
PA000037080,L0001374,A00772,Presente,,
PA000037081,L0001375,A00022,Presente,20,
PA000037082,L0001375,A00121,Presente,5,
PA000037083,L0001375,A00188,Presente,20,
PA000037084,L0001375,A00222,Justificado,,Problema de transporte
PA000037085,L0001375,A00250,Presente,5,
PA000037086,L0001375,A00324,Presente,10,
PA000037087,L0001375,A00408,Presente,10,
PA000037088,L0001375,A00415,Ausente,,
PA000037089,L0001375,A00442,Presente,15,
PA000037090,L0001375,A00500,Presente,0,
PA000037091,L0001375,A00531,Presente,5,
PA000037092,L0001375,A00543,Presente,0,
PA000037093,L0001375,A00553,presente,30,
PA000037094,L0001375,A00576,Presente,,
PA000037095,L0001375,A00737,Presente,30,
PA000037096,L0001375,A00769,Presente,5,
PA000037097,L0001375,A00772,Ausente,,Conflito de horário
PA000037098,L0001375,A00795,Presente,30,
PA000037099,L0001376,A00014,Presente,10,
PA000037100,L0001376,A00022,Presente,20,
PA000037101,L0001376,A00188,Presente,0,
PA000037102,L0001376,A00222,Presente,0,
PA000037103,L0001376,A00250,Presente,,
PA000037104,L0001376,A00408,Presente,20,
PA000037105,L0001376,A00415,Presente,15,
PA000037106,L0001376,A00442,Presente,30,
PA000037107,L0001376,A00509,Presente,0,
PA000037108,L0001376,A00518,Presente,15,
PA000037109,L0001376,A00531,Presente,10,
PA000037110,L0001376,A00553,Presente,20,
PA000037111,L0001376,A00557,Presente,15,
PA000037112,L0001376,A00576,Presente,5,
PA000037113,L0001376,A00675,Presente,0,
PA000037114,L0001376,A00737,Presente,0,
PA000037115,L0001376,A00769,Atrasado,0,
PA000037116,L0001376,A00772,Presente,20,
PA000037117,L0001377,A00022,Atrasado,5,
PA000037118,L0001377,A00121,Presente,,
PA000037119,L0001377,A00222,Presente,0,
PA000037120,L0001377,A00250,Presente,0,
PA000037121,L0001377,A00324,Presente,10,
PA000037122,L0001377,A00408,Atrasado,10,
PA000037123,L0001377,A00415,Presente,0,
PA000037124,L0001377,A00442,Presente,10,
PA000037125,L0001377,A00492,Presente,0,
PA000037126,L0001377,A00509,Presente,30,
PA000037127,L0001377,A00518,Atrasado,5,
PA000037128,L0001377,A00531,Presente,,
PA000037129,L0001377,A00543,Presente,,
PA000037130,L0001377,A00544,Presente,10,
PA000037131,L0001377,A00553,Atrasado,0,
PA000037132,L0001377,A00576,Presente,0,
PA000037133,L0001377,A00675,Presente,,
PA000037134,L0001377,A00737,Presente,5,
PA000037135,L0001377,A00772,Atrasado,10,
PA000037136,L0001377,A00795,Presente,10,
PA000037137,L0001378,A00014,Presente,,
PA000037138,L0001378,A00022,Presente,10,
PA000037139,L0001378,A00097,Presente,5,
PA000037140,L0001378,A00121,Atrasado,20,
PA000037141,L0001378,A00188,Presente,0,
PA000037142,L0001378,A00222,Presente,0,
PA000037143,L0001378,A00250,Presente,20,
PA000037144,L0001378,A00304,Presente,30,
PA000037145,L0001378,A00408,presente,5,
PA000037146,L0001378,A00415,Presente,10,
PA000037147,L0001378,A00442,Ausente,,Problema de transporte
PA000037148,L0001378,A00500,Presente,0,
PA000037149,L0001378,A00509,Presente,15,
PA000037150,L0001378,A00518,Presente,15,
PA000037151,L0001378,A00543,Justificado,,Conflito de horário
PA000037152,L0001378,A00544,Presente,0,
PA000037153,L0001378,A00553,Presente,10,
PA000037154,L0001378,A00557,Presente,20,
PA000037155,L0001378,A00576,Atrasado,20,
PA000037156,L0001378,A00675,Presente,0,
PA000037157,L0001378,A00737,Presente,30,
PA000037158,L0001378,A00769,Presente,20,
PA000037159,L0001378,A00772,Presente,0,
PA000037160,L0001379,A00121,Presente,10,
PA000037161,L0001379,A00154,Presente,20,
PA000037162,L0001379,A00188,Presente,5,
PA000037163,L0001379,A00222,Presente,0,
PA000037164,L0001379,A00250,Ausente,,Motivo familiar
PA000037165,L0001379,A00304,Justificado,,Conflito de horário
PA000037166,L0001379,A00324,Presente,30,
PA000037167,L0001379,A00408,Presente,20,
PA000037168,L0001379,A00415,Presente,0,
PA000037169,L0001379,A00442,Presente,0,
PA000037170,L0001379,A00492,Presente,0,
PA000037171,L0001379,A00500,Presente,0,
PA000037172,L0001379,A00509,Presente,0,
PA000037173,L0001379,A00518,Ausente,,
PA000037174,L0001379,A00531,Atrasado,0,
PA000037175,L0001379,A00543,Presente,0,
PA000037176,L0001379,A00544,Ausente,,Conflito de horário
PA000037177,L0001379,A00553,Presente,,
PA000037178,L0001379,A00557,Presente,30,
PA000037179,L0001379,A00576,Justificado,,Motivo familiar
PA000037180,L0001379,A00737,Presente,15,
PA000037181,L0001379,A00772,Atrasado,0,
PA000037182,L0001380,A00022,Presente,30,
PA000037183,L0001380,A00097,Presente,20,
PA000037184,L0001380,A00154,Presente,0,
PA000037185,L0001380,A00188,Presente,5,
PA000037186,L0001380,A00250,Presente,,
PA000037187,L0001380,A00415,Justificado,,Atestado
PA000037188,L0001380,A00442,Presente,0,
PA000037189,L0001380,A00492,Presente,15,
PA000037190,L0001380,A00509,Atrasado,0,
PA000037191,L0001380,A00518,Presente,0,
PA000037192,L0001380,A00543,Presente,10,
PA000037193,L0001380,A00544,Presente,,
PA000037194,L0001380,A00557,Justificado,,Atestado
PA000037195,L0001380,A00576,,,
PA000037196,L0001380,A00675,Presente,10,
PA000037197,L0001380,A00737,Presente,,
PA000037198,L0001380,A00769,Atrasado,0,
PA000037199,L0001380,A00795,Atrasado,30,
PA000037200,L0001381,A00121,Atrasado,0,
PA000037201,L0001381,A00154,Presente,30,
PA000037202,L0001381,A00188,Presente,5,
PA000037203,L0001381,A00222,Presente,0,
PA000037204,L0001381,A00250,Justificado,,Atestado
PA000037205,L0001381,A00304,Presente,30,
PA000037206,L0001381,A00324,Presente,20,
PA000037207,L0001381,A00408,Presente,15,
PA000037208,L0001381,A00415,Presente,,
PA000037209,L0001381,A00492,Presente,10,
PA000037210,L0001381,A00500,Presente,15,
PA000037211,L0001381,A00544,Presente,20,
PA000037212,L0001381,A00737,Presente,30,
PA000037213,L0001381,A00769,Justificado,,
PA000037214,L0001381,A00772,Presente,15,
PA000037215,L0001382,A00014,Presente,5,
PA000037216,L0001382,A00022,Presente,0,
PA000037217,L0001382,A00097,Presente,,
PA000037218,L0001382,A00121,Presente,0,
PA000037219,L0001382,A00154,Presente,0,
PA000037220,L0001382,A00188,Presente,20,
PA000037221,L0001382,A00222,Presente,10,
PA000037222,L0001382,A00324,Ausente,,Conflito de horário
PA000037223,L0001382,A00408,Ausente,,Motivo familiar
PA000037224,L0001382,A00415,Presente,15,
PA000037225,L0001382,A00492,Presente,30,
PA000037226,L0001382,A00509,Presente,0,
PA000037227,L0001382,A00518,Ausente,,Atestado
PA000037228,L0001382,A00543,Atrasado,0,
PA000037229,L0001382,A00544,Justificado,,Atestado
PA000037230,L0001382,A00557,Atrasado,10,
PA000037231,L0001382,A00737,Justificado,,Conflito de horário
PA000037232,L0001382,A00772,Justificado,,Motivo familiar
PA000037233,L0001382,A00795,Presente,15,
PA000037234,L0001383,A00154,Presente,5,
PA000037235,L0001383,A00188,Atrasado,30,
PA000037236,L0001383,A00250,Presente,5,
PA000037237,L0001383,A00304,Presente,5,
PA000037238,L0001383,A00408,,,
PA000037239,L0001383,A00415,Ausente,,
PA000037240,L0001383,A00492,Atrasado,5,
PA000037241,L0001383,A00500,Presente,0,
PA000037242,L0001383,A00509,Presente,,
PA000037243,L0001383,A00518,Presente,15,
PA000037244,L0001383,A00531,Presente,0,
PA000037245,L0001383,A00543,Presente,,
PA000037246,L0001383,A00544,Presente,5,
PA000037247,L0001383,A00553,Presente,,
PA000037248,L0001383,A00576,Atrasado,5,
PA000037249,L0001384,A00014,Presente,5,
PA000037250,L0001384,A00022,Presente,0,
PA000037251,L0001384,A00121,Presente,5,
PA000037252,L0001384,A00154,Presente,0,
PA000037253,L0001384,A00188,Atrasado,20,
PA000037254,L0001384,A00222,Presente,,
PA000037255,L0001384,A00304,Presente,0,
PA000037256,L0001384,A00324,Presente,0,
PA000037257,L0001384,A00442,Justificado,,Motivo familiar
PA000037258,L0001384,A00509,Ausente,,Motivo familiar
PA000037259,L0001384,A00518,Presente,0,
PA000037260,L0001384,A00531,Presente,10,
PA000037261,L0001384,A00543,Presente,5,
PA000037262,L0001384,A00553,Presente,15,
PA000037263,L0001384,A00557,Ausente,,Motivo familiar
PA000037264,L0001384,A00576,Atrasado,0,
PA000037265,L0001384,A00675,Presente,20,
PA000037266,L0001384,A00769,Presente,10,
PA000037267,L0001384,A00772,Presente,5,
PA000037268,L0001385,A00022,Presente,15,
PA000037269,L0001385,A00097,Presente,0,
PA000037270,L0001385,A00121,Presente,15,
PA000037271,L0001385,A00154,Presente,15,
PA000037272,L0001385,A00188,Presente,,
PA000037273,L0001385,A00250,Justificado,,Problema de transporte
PA000037274,L0001385,A00304,Presente,0,
PA000037275,L0001385,A00415,Presente,15,
PA000037276,L0001385,A00442,Ausente,,Atestado
PA000037277,L0001385,A00492,Presente,0,
PA000037278,L0001385,A00500,Presente,,
PA000037279,L0001385,A00509,Presente,,
PA000037280,L0001385,A00518,Presente,5,
PA000037281,L0001385,A00531,Presente,0,
PA000037282,L0001385,A00557,Presente,0,
PA000037283,L0001385,A00675,Presente,10,
PA000037284,L0001385,A00769,Presente,0,
PA000037285,L0001385,A00772,Presente,0,
PA000037286,L0001385,A00795,Presente,0,
PA000037287,L0001386,A00014,Presente,20,
PA000037288,L0001386,A00097,Ausente,,Conflito de horário
PA000037289,L0001386,A00121,Presente,10,
PA000037290,L0001386,A00188,Ausente,,Motivo familiar
PA000037291,L0001386,A00222,Presente,30,
PA000037292,L0001386,A00250,Justificado,,Motivo familiar
PA000037293,L0001386,A00304,Presente,0,
PA000037294,L0001386,A00408,Ausente,,Atestado
PA000037295,L0001386,A00492,Presente,5,
PA000037296,L0001386,A00500,Presente,0,
PA000037297,L0001386,A00509,Presente,10,
PA000037298,L0001386,A00518,Justificado,,Atestado
PA000037299,L0001386,A00544,Presente,0,
PA000037300,L0001386,A00576,Atrasado,0,
PA000037301,L0001386,A00675,presente,,
PA000037302,L0001386,A00737,Presente,10,
PA000037303,L0001386,A00769,Presente,0,
PA000037304,L0001386,A00772,Presente,5,
PA000037305,L0001387,A00014,Presente,0,
PA000037306,L0001387,A00121,Presente,10,
PA000037307,L0001387,A00154,Presente,0,
PA000037308,L0001387,A00188,Presente,0,
PA000037309,L0001387,A00304,Presente,0,
PA000037310,L0001387,A00324,Presente,5,
PA000037311,L0001387,A00408,Presente,5,
PA000037312,L0001387,A00492,Presente,20,
PA000037313,L0001387,A00500,Presente,,
PA000037314,L0001387,A00509,Presente,0,
PA000037315,L0001387,A00531,Presente,30,
PA000037316,L0001387,A00543,Presente,,
PA000037317,L0001387,A00544,Presente,,
PA000037318,L0001387,A00557,Presente,15,
PA000037319,L0001387,A00576,Presente,5,
PA000037320,L0001387,A00675,Presente,15,
PA000037321,L0001387,A00769,Presente,30,
PA000037322,L0001387,A00795,Presente,10,
PA000037323,L0001388,A00097,Presente,10,
PA000037324,L0001388,A00121,Presente,30,
PA000037325,L0001388,A00188,Presente,20,
PA000037326,L0001388,A00222,Ausente,,
PA000037327,L0001388,A00304,Presente,0,
PA000037328,L0001388,A00408,Presente,15,
PA000037329,L0001388,A00442,Presente,0,
PA000037330,L0001388,A00492,Presente,0,
PA000037331,L0001388,A00509,Presente,0,
PA000037332,L0001388,A00518,Justificado,,
PA000037333,L0001388,A00531,Presente,30,
PA000037334,L0001388,A00543,Ausente,,Atestado
PA000037335,L0001388,A00675,Ausente,,Atestado
PA000037336,L0001388,A00737,Presente,30,
PA000037337,L0001388,A00769,Atrasado,0,
PA000037338,L0001388,A00772,Presente,15,
PA000037339,L0001388,A00795,Ausente,,Conflito de horário
PA000037340,L0001389,A00097,Presente,,
PA000037341,L0001389,A00121,Presente,5,
PA000037342,L0001389,A00188,Presente,5,
PA000037343,L0001389,A00222,Presente,5,
PA000037344,L0001389,A00304,Presente,0,
PA000037345,L0001389,A00324,Ausente,,Conflito de horário
PA000037346,L0001389,A00400,Presente,0,
PA000037347,L0001389,A00408,Presente,20,
PA000037348,L0001389,A00415,Presente,0,
PA000037349,L0001389,A00442,Ausente,,
PA000037350,L0001389,A00509,Atrasado,15,
PA000037351,L0001389,A00518,Ausente,,Atestado
PA000037352,L0001389,A00531,Presente,15,
PA000037353,L0001389,A00543,Atrasado,30,
PA000037354,L0001389,A00544,Presente,,
PA000037355,L0001389,A00557,Presente,,
PA000037356,L0001389,A00576,Presente,0,
PA000037357,L0001389,A00617,Presente,5,
PA000037358,L0001389,A00675,Presente,15,
PA000037359,L0001389,A00762,Presente,10,
PA000037360,L0001389,A00769,Presente,0,
PA000037361,L0001389,A00772,Presente,,
PA000037362,L0001390,A00097,Presente,20,
PA000037363,L0001390,A00222,Presente,0,
PA000037364,L0001390,A00250,Atrasado,0,
PA000037365,L0001390,A00324,Presente,0,
PA000037366,L0001390,A00400,Presente,0,
PA000037367,L0001390,A00408,Presente,0,
PA000037368,L0001390,A00415,Presente,20,
PA000037369,L0001390,A00509,Presente,0,
PA000037370,L0001390,A00518,Presente,5,
PA000037371,L0001390,A00531,Presente,10,
PA000037372,L0001390,A00543,Presente,30,
PA000037373,L0001390,A00544,Presente,0,
PA000037374,L0001390,A00675,Ausente,,Atestado
PA000037375,L0001390,A00769,Justificado,,Problema de transporte
PA000037376,L0001390,A00772,Presente,,
PA000037377,L0001390,A00795,Presente,20,
PA000037378,L0001391,A00022,Presente,30,
PA000037379,L0001391,A00097,Ausente,,Atestado
PA000037380,L0001391,A00121,Presente,5,
PA000037381,L0001391,A00222,Presente,0,
PA000037382,L0001391,A00304,Presente,,
PA000037383,L0001391,A00324,Presente,,
PA000037384,L0001391,A00415,Justificado,,Problema de transporte
PA000037385,L0001391,A00442,Ausente,,
PA000037386,L0001391,A00492,Presente,20,
PA000037387,L0001391,A00509,Presente,10,
PA000037388,L0001391,A00531,Presente,30,
PA000037389,L0001391,A00543,Presente,30,
PA000037390,L0001391,A00557,Presente,10,
PA000037391,L0001391,A00576,Ausente,,Conflito de horário
PA000037392,L0001391,A00675,Ausente,,Problema de transporte
PA000037393,L0001391,A00762,Presente,20,
PA000037394,L0001391,A00769,Presente,15,
PA000037395,L0001391,A00772,Presente,5,
PA000037396,L0001391,A00795,Presente,15,
PA000037397,L0001392,A00022,Ausente,,Conflito de horário
PA000037398,L0001392,A00121,Presente,0,
PA000037399,L0001392,A00188,Presente,,
PA000037400,L0001392,A00222,Presente,15,
PA000037401,L0001392,A00250,Ausente,,Problema de transporte
PA000037402,L0001392,A00304,Ausente,,Conflito de horário
PA000037403,L0001392,A00324,Justificado,,
PA000037404,L0001392,A00408,Presente,0,
PA000037405,L0001392,A00442,Presente,30,
PA000037406,L0001392,A00492,Presente,0,
PA000037407,L0001392,A00509,Presente,20,
PA000037408,L0001392,A00531,Presente,15,
PA000037409,L0001392,A00543,Presente,10,
PA000037410,L0001392,A00557,Presente,20,
PA000037411,L0001392,A00617,Presente,30,
PA000037412,L0001392,A00675,Presente,0,
PA000037413,L0001392,A00762,Ausente,,Problema de transporte
PA000037414,L0001392,A00769,Presente,20,
PA000037415,L0001392,A00795,Presente,0,
PA000037416,L0001393,A00022,Presente,20,
PA000037417,L0001393,A00080,Presente,30,
PA000037418,L0001393,A00121,Presente,10,
PA000037419,L0001393,A00188,Presente,0,
PA000037420,L0001393,A00222,Presente,20,
PA000037421,L0001393,A00304,Presente,10,
PA000037422,L0001393,A00324,Presente,20,
PA000037423,L0001393,A00400,Presente,10,
PA000037424,L0001393,A00442,Presente,20,
PA000037425,L0001393,A00492,Ausente,,Motivo familiar
PA000037426,L0001393,A00509,Presente,10,
PA000037427,L0001393,A00531,presente,,
PA000037428,L0001393,A00544,Presente,0,
PA000037429,L0001393,A00557,Presente,10,
PA000037430,L0001393,A00576,Ausente,,Conflito de horário
PA000037431,L0001393,A00617,Presente,,
PA000037432,L0001393,A00675,Presente,,
PA000037433,L0001393,A00762,Presente,0,
PA000037434,L0001393,A00769,Presente,30,
PA000037435,L0001393,A00772,Presente,0,
PA000037436,L0001393,A00795,Ausente,,
PA000037437,L0001394,A00022,Atrasado,15,
PA000037438,L0001394,A00097,Atrasado,15,
PA000037439,L0001394,A00188,Presente,30,
PA000037440,L0001394,A00222,Presente,0,
PA000037441,L0001394,A00250,Presente,30,
PA000037442,L0001394,A00324,Presente,0,
PA000037443,L0001394,A00400,Justificado,,Conflito de horário
PA000037444,L0001394,A00408,Presente,10,
PA000037445,L0001394,A00415,Presente,20,
PA000037446,L0001394,A00509,Presente,20,
PA000037447,L0001394,A00518,Presente,15,
PA000037448,L0001394,A00531,Presente,0,
PA000037449,L0001394,A00543,Presente,10,
PA000037450,L0001394,A00544,Presente,0,
PA000037451,L0001394,A00557,Ausente,,Atestado
PA000037452,L0001394,A00576,Presente,,
PA000037453,L0001394,A00617,Presente,0,
PA000037454,L0001394,A00675,Ausente,,
PA000037455,L0001394,A00762,Presente,15,
PA000037456,L0001394,A00769,Presente,20,
PA000037457,L0001394,A00772,Atrasado,30,
PA000037458,L0001395,A00022,Ausente,,Problema de transporte
PA000037459,L0001395,A00080,Presente,30,
PA000037460,L0001395,A00188,Presente,20,
PA000037461,L0001395,A00222,Presente,15,
PA000037462,L0001395,A00250,Presente,,
PA000037463,L0001395,A00304,Ausente,,Problema de transporte
PA000037464,L0001395,A00324,Presente,5,
PA000037465,L0001395,A00400,Presente,5,
PA000037466,L0001395,A00408,Atrasado,0,
PA000037467,L0001395,A00415,Presente,5,
PA000037468,L0001395,A00442,Presente,0,
PA000037469,L0001395,A00492,presente,30,
PA000037470,L0001395,A00509,Presente,5,
PA000037471,L0001395,A00518,Presente,0,
PA000037472,L0001395,A00531,Presente,20,
PA000037473,L0001395,A00543,Justificado,,
PA000037474,L0001395,A00544,Presente,30,
PA000037475,L0001395,A00557,Justificado,,Conflito de horário
PA000037476,L0001395,A00576,Presente,0,
PA000037477,L0001395,A00762,Presente,20,
PA000037478,L0001395,A00769,Presente,30,
PA000037479,L0001395,A00772,Presente,10,
PA000037480,L0001396,A00022,Presente,15,
PA000037481,L0001396,A00097,Presente,,
PA000037482,L0001396,A00188,Presente,15,
PA000037483,L0001396,A00304,Presente,,
PA000037484,L0001396,A00408,Presente,10,
PA000037485,L0001396,A00415,Presente,10,
PA000037486,L0001396,A00442,Presente,15,
PA000037487,L0001396,A00492,Presente,0,
PA000037488,L0001396,A00518,Justificado,,Atestado
PA000037489,L0001396,A00531,Presente,0,
PA000037490,L0001396,A00543,Presente,5,
PA000037491,L0001396,A00544,Ausente,,
PA000037492,L0001396,A00557,,,
PA000037493,L0001396,A00576,Ausente,,Problema de transporte
PA000037494,L0001396,A00617,Ausente,,Motivo familiar
PA000037495,L0001396,A00675,Ausente,,Motivo familiar
PA000037496,L0001396,A00769,Presente,20,
PA000037497,L0001397,A00080,Presente,10,
PA000037498,L0001397,A00097,Presente,0,
PA000037499,L0001397,A00121,Presente,0,
PA000037500,L0001397,A00222,Presente,0,
PA000037501,L0001397,A00250,Presente,10,
PA000037502,L0001397,A00324,Ausente,,Conflito de horário
PA000037503,L0001397,A00400,Presente,0,
PA000037504,L0001397,A00408,Presente,0,
PA000037505,L0001397,A00415,Presente,0,
PA000037506,L0001397,A00442,Justificado,,Conflito de horário
PA000037507,L0001397,A00492,Presente,15,
PA000037508,L0001397,A00509,Presente,0,
PA000037509,L0001397,A00518,Presente,,
PA000037510,L0001397,A00531,Atrasado,,
PA000037511,L0001397,A00543,Presente,5,
PA000037512,L0001397,A00544,Presente,0,
PA000037513,L0001397,A00675,Presente,10,
PA000037514,L0001397,A00762,Justificado,,Motivo familiar
PA000037515,L0001397,A00769,Presente,5,
PA000037516,L0001397,A00795,Presente,0,
PA000037517,L0001398,A00022,Presente,15,
PA000037518,L0001398,A00080,Presente,5,
PA000037519,L0001398,A00097,Presente,0,
PA000037520,L0001398,A00188,Presente,20,
PA000037521,L0001398,A00222,Presente,15,
PA000037522,L0001398,A00304,Presente,0,
PA000037523,L0001398,A00324,Presente,,
PA000037524,L0001398,A00400,Presente,0,
PA000037525,L0001398,A00408,Ausente,,
PA000037526,L0001398,A00415,Presente,0,
PA000037527,L0001398,A00492,Justificado,,Motivo familiar
PA000037528,L0001398,A00509,Atrasado,20,
PA000037529,L0001398,A00531,Presente,30,
PA000037530,L0001398,A00543,Presente,5,
PA000037531,L0001398,A00544,Justificado,,Conflito de horário
PA000037532,L0001398,A00617,Presente,15,
PA000037533,L0001398,A00675,Presente,0,
PA000037534,L0001398,A00762,Presente,15,
PA000037535,L0001398,A00769,Presente,15,
PA000037536,L0001398,A00772,Presente,0,
PA000037537,L0001398,A00795,Presente,,
PA000037538,L0001399,A00080,Presente,15,
PA000037539,L0001399,A00121,Ausente,,Problema de transporte
PA000037540,L0001399,A00222,Presente,0,
PA000037541,L0001399,A00324,Justificado,,Conflito de horário
PA000037542,L0001399,A00400,Presente,20,
PA000037543,L0001399,A00408,Atrasado,5,
PA000037544,L0001399,A00415,Presente,10,
PA000037545,L0001399,A00442,Presente,5,
PA000037546,L0001399,A00492,Presente,0,
PA000037547,L0001399,A00509,Presente,15,
PA000037548,L0001399,A00518,Presente,0,
PA000037549,L0001399,A00531,Presente,15,
PA000037550,L0001399,A00557,Presente,30,
PA000037551,L0001399,A00576,Atrasado,30,
PA000037552,L0001399,A00617,Presente,,
PA000037553,L0001399,A00675,Presente,20,
PA000037554,L0001399,A00769,Presente,5,
PA000037555,L0001399,A00795,Ausente,,Motivo familiar
PA000037556,L0001400,A00080,Presente,,
PA000037557,L0001400,A00097,Presente,20,
PA000037558,L0001400,A00121,Presente,15,
PA000037559,L0001400,A00188,Presente,0,
PA000037560,L0001400,A00222,Presente,30,
PA000037561,L0001400,A00304,Presente,20,
PA000037562,L0001400,A00324,Presente,5,
PA000037563,L0001400,A00400,Presente,30,
PA000037564,L0001400,A00408,Atrasado,,
PA000037565,L0001400,A00415,Presente,30,
PA000037566,L0001400,A00442,Presente,20,
PA000037567,L0001400,A00492,Presente,0,
PA000037568,L0001400,A00509,Presente,20,
PA000037569,L0001400,A00518,Atrasado,20,
PA000037570,L0001400,A00531,Atrasado,0,
PA000037571,L0001400,A00543,Presente,0,
PA000037572,L0001400,A00544,Presente,20,
PA000037573,L0001400,A00576,Presente,,
PA000037574,L0001400,A00617,Presente,30,
PA000037575,L0001400,A00675,Presente,10,
PA000037576,L0001400,A00762,Presente,0,
PA000037577,L0001400,A00769,presente,10,
PA000037578,L0001400,A00772,Presente,0,
PA000037579,L0001400,A00795,Presente,5,
PA000037580,L0001401,A00022,Presente,,
PA000037581,L0001401,A00023,Presente,10,
PA000037582,L0001401,A00028,Presente,5,
PA000037583,L0001401,A00154,Presente,0,
PA000037584,L0001401,A00222,Presente,0,
PA000037585,L0001401,A00304,Presente,5,
PA000037586,L0001401,A00324,Presente,,
PA000037587,L0001401,A00415,Presente,5,
PA000037588,L0001401,A00509,Presente,15,
PA000037589,L0001401,A00518,Presente,0,
PA000037590,L0001401,A00531,Presente,20,
PA000037591,L0001401,A00553,Ausente,,Atestado
PA000037592,L0001401,A00576,Presente,30,
PA000037593,L0001401,A00769,Presente,,
PA000037594,L0001401,A00772,Presente,5,
PA000037595,L0001402,A00022,Presente,5,
PA000037596,L0001402,A00023,Presente,,
PA000037597,L0001402,A00080,Presente,30,
PA000037598,L0001402,A00097,Presente,5,
PA000037599,L0001402,A00188,Presente,,
PA000037600,L0001402,A00222,Ausente,,Conflito de horário
PA000037601,L0001402,A00304,Presente,,
PA000037602,L0001402,A00415,Presente,0,
PA000037603,L0001402,A00442,Presente,0,
PA000037604,L0001402,A00492,Presente,0,
PA000037605,L0001402,A00509,Presente,0,
PA000037606,L0001402,A00769,Justificado,,Atestado
PA000037607,L0001402,A00772,Presente,10,
PA000037608,L0001403,A00022,Presente,30,
PA000037609,L0001403,A00023,Presente,0,
PA000037610,L0001403,A00028,Presente,0,
PA000037611,L0001403,A00080,Presente,15,
PA000037612,L0001403,A00121,Ausente,,Conflito de horário
PA000037613,L0001403,A00154,Presente,30,
PA000037614,L0001403,A00188,Presente,0,
PA000037615,L0001403,A00222,Presente,15,
PA000037616,L0001403,A00304,Ausente,,Atestado
PA000037617,L0001403,A00324,Presente,30,
PA000037618,L0001403,A00492,Presente,15,
PA000037619,L0001403,A00509,Presente,30,
PA000037620,L0001403,A00518,Presente,5,
PA000037621,L0001403,A00553,Ausente,,Atestado
PA000037622,L0001403,A00576,Presente,15,
PA000037623,L0001403,A00617,Atrasado,,
PA000037624,L0001403,A00769,Presente,0,
PA000037625,L0001403,A00772,Presente,30,
PA000037626,L0001404,A00022,Presente,0,
PA000037627,L0001404,A00023,Presente,30,
PA000037628,L0001404,A00028,Presente,5,
PA000037629,L0001404,A00097,,,
PA000037630,L0001404,A00121,Ausente,,Motivo familiar
PA000037631,L0001404,A00154,Presente,0,
PA000037632,L0001404,A00188,Presente,0,
PA000037633,L0001404,A00222,Presente,5,
PA000037634,L0001404,A00324,Presente,5,
PA000037635,L0001404,A00415,Ausente,,Problema de transporte
PA000037636,L0001404,A00492,Ausente,,
PA000037637,L0001404,A00509,Presente,0,
PA000037638,L0001404,A00518,Presente,30,
PA000037639,L0001404,A00531,Presente,0,
PA000037640,L0001404,A00576,Ausente,,Conflito de horário
PA000037641,L0001404,A00769,Presente,0,
PA000037642,L0001405,A00022,Presente,30,
PA000037643,L0001405,A00023,Presente,15,
PA000037644,L0001405,A00028,Ausente,,
PA000037645,L0001405,A00080,Presente,10,
PA000037646,L0001405,A00097,Presente,30,
PA000037647,L0001405,A00121,presente,0,
PA000037648,L0001405,A00188,Presente,5,
PA000037649,L0001405,A00222,Presente,15,
PA000037650,L0001405,A00415,Atrasado,15,
PA000037651,L0001405,A00492,Presente,20,
PA000037652,L0001405,A00509,Presente,20,
PA000037653,L0001405,A00518,Presente,30,
PA000037654,L0001405,A00531,Atrasado,,
PA000037655,L0001405,A00617,Ausente,,Conflito de horário
PA000037656,L0001405,A00769,Justificado,,Problema de transporte
PA000037657,L0001405,A00772,Presente,5,
PA000037658,L0001406,A00080,Presente,5,
PA000037659,L0001406,A00121,Presente,20,
PA000037660,L0001406,A00154,Ausente,,
PA000037661,L0001406,A00188,Presente,,
PA000037662,L0001406,A00222,Ausente,,Conflito de horário
PA000037663,L0001406,A00304,Presente,5,
PA000037664,L0001406,A00324,Justificado,,Conflito de horário
PA000037665,L0001406,A00415,Presente,20,
PA000037666,L0001406,A00442,Justificado,,Problema de transporte
PA000037667,L0001406,A00492,Presente,,
PA000037668,L0001406,A00509,Presente,0,
