resultado_id,simulado_id,aluno_id,ano,status_realizacao,nota,acertos,tempo_finalizacao_min,inicio_simulado,dispositivo,tentativas,unidade_aplicacao
R00008697,S20230068,A00101,2023,Finalizado,75.9,43,41,2023-07-07 11:15,desktop,1,online
R00008698,S20230068,A00565,2023,Finalizado,82.1,53,26,2023-09-14 18:00,desktop,1,Online
R00008699,S20230068,A00383,2023,Finalizado,75.1,43,31,2023-06-20 09:30,Papel,1,
R00008700,S20230068,A00077,2023,Finalizado,71.8,45,40,2023-11-17,Tablet,3,Aldeota
R00008701,S20230068,A00201,2023,Finalizado,56.0,35,41,2023-10-03 11:00,Papel,1,Aldeota
R00008702,S20230068,A00770,2023,Finalizado,103.1,60,58,2023-10-08 11:15,desktop,1,Centro
R00008703,S20230068,A00522,2023,Incompleto,84.4,50,44,2023-10-11 18:45,desktop,1,Aldeota
R00008704,S20230068,A00510,2023,Finalizado,59.8,37,55,2023-10-15,,1,
R00008705,S20230068,A00269,2023,Incompleto,62.1,34,52,2023-10-20 18:00,Papel,1,Sul
R00008706,S20230068,A00690,2023,Finalizado,48.8,29,47,2023-10-15 17:00,Tablet,1,Sul
R00008707,S20230068,A00477,2023,Finalizado,60.4,38,33,2023-04-25 08:45,Tablet,,Aldeota
R00008708,S20230068,A00232,2023,Incompleto,105,60,45,2023-07-08 12:15,desktop,,Centro
R00008709,S20230068,A00465,2023,Incompleto,63.6,34,42,2023-05-19 12:30,Tablet,3,
R00008710,S20230068,A00207,2023,Finalizado,78.4,45,45,2023-11-08 12:00,Tablet,1,online
R00008711,S20230068,A00088,2023,Finalizado,77.1,46,59,2023-07-10 11:15,Papel,,Centro
R00008712,S20230068,A00041,2023,Finalizado,83.0,48,40,2023-06-04 09:30,desktop,,online
R00008713,S20230069,A00688,2023,Finalizado,47.9,45,168,2023-04-14 10:00,Celular,1,Online
R00008714,S20230069,A00031,2023,Finalizado,44.9,40,200,2023-07-12 16:30,desktop,2,Aldeota
R00008715,S20230069,A00091,2023,Finalizado,104.0,90,139,2023-07-27 09:45,Papel,3,
R00008716,S20230069,A00462,2023,Finalizado,62.8,56,96,2023-09-05 11:30,,,Aldeota
R00008717,S20230069,A00249,2023,Finalizado,68.9,65,134,2023-10-03 11:30,Celular,1,
R00008718,S20230069,A00617,2023,Finalizado,75.3,68,149,2023-07-01 11:00,Tablet,1,Sul
R00008719,S20230069,A00304,2023,Finalizado,101.5,90,170,2023-07-04 16:15,desktop,1,
R00008720,S20230069,A00038,2023,Finalizado,56.0,49,142,2023-09-12 08:45,Celular,1,Sul
R00008721,S20230069,A00408,2023,Finalizado,67.5,62,129,2023-10-13 08:30,Tablet,1,Online
R00008722,S20230069,A00014,2023,Finalizado,72.8,66,134,2023-05-26 14:15,Desktop,2,Sul
R00008723,S20230069,A00292,2023,Finalizado,39.2,35,164,2023-07-15 19:15,desktop,1,Centro
R00008724,S20230069,A00077,2023,Finalizado,62.5,54,166,2023-11-08 11:00,Tablet,3,online
R00008725,S20230069,A00145,2023,Finalizado,60.7,57,112,2023-05-21 14:30,Celular,2,online
R00008726,S20230069,A00303,2023,Finalizado,59.5,55,61,2023-08-14 15:00,desktop,1,Sul
R00008727,S20230069,A00565,2023,Finalizado,93.1,84,155,2023-11-12 13:15,Celular,3,
R00008728,S20230069,A00590,2023,Finalizado,69.6,62,141,2023-07-05 13:30,Celular,1,Online
R00008729,S20230069,A00218,2023,Finalizado,42.1,39,109,2023-05-25 17:30,,1,online
R00008730,S20230069,A00452,2023,Finalizado,92.3,85,101,2023-08-21 10:15,desktop,1,Aldeota
R00008731,S20230069,A00364,2023,Finalizado,66.6,58,67,2023-09-05 11:30,,,Online
R00008732,S20230069,A00733,2023,Ausente,,,,2023-07-19 14:00,Papel,1,online
R00008733,S20230069,A00535,2023,Ausente,,,,27/04/2023 09:45,,3,Centro
R00008734,S20230069,A00119,2023,Finalizado,95.7,87,81,2023-09-27 10:45,,,Online
R00008735,S20230069,A00510,2023,Finalizado,36.2,33,118,2023-10-19 13:45,Celular,1,online
R00008736,S20230069,A00147,2023,Finalizado,39.7,36,97,2023-09-26 08:45,desktop,3,
R00008737,S20230069,A00762,2023,Finalizado,64.4,58,144,2023-08-23 10:45,desktop,3,online
R00008738,S20230069,A00383,2023,Finalizado,70.6,65,80,2023-11-18 16:15,Celular,1,
R00008739,S20230069,A00677,2023,Finalizado,47.3,42,114,2023-08-20 16:30,Celular,1,online
R00008740,S20230069,A00129,2023,Finalizado,74.3,67,104,2023-06-19 13:00,desktop,,Aldeota
R00008741,S20230069,A00232,2023,Finalizado,84.2,75,111,2023-11-02 18:30,Celular,1,
R00008742,S20230069,A00631,2023,Finalizado,71.2,63,222,2023-09-28 08:45,,2,Aldeota
R00008743,S20230069,A00224,2023,Finalizado,101.4,90,78,2023-05-08 10:15,Papel,1,online
R00008744,S20230069,A00175,2023,Finalizado,77.9,70,102,2023-11-16 11:45,desktop,1,Centro
R00008745,S20230069,A00543,2023,finalizado,67.3,61,136,2023-10-06 15:30,Desktop,1,
R00008746,S20230069,A00182,2023,Finalizado,49.6,46,113,2023-09-28 11:15,,1,Aldeota
R00008747,S20230069,A00121,2023,Finalizado,79.9,73,161,2023-05-28 11:30,Desktop,1,Centro
R00008748,S20230069,A00457,2023,Finalizado,61.2,57,71,2023-04-11 09:15,Desktop,1,
R00008749,S20230069,A00593,2023,Finalizado,75.9,65,172,2023-06-26 10:15,Celular,2,Sul
R00008750,S20230069,A00158,2023,Finalizado,58.7,56,70,2023-06-26 17:30,Desktop,1,online
R00008751,S20230069,A00671,2023,Finalizado,62.3,58,79,2023-07-14 15:15,Celular,1,online
R00008752,S20230069,A00243,2023,Finalizado,86.4,80,159,2023-08-28 19:00,Tablet,1,Centro
R00008753,S20230069,A00293,2023,Finalizado,34.9,31,209,2023-07-01 14:15,Papel,3,online
R00008754,S20230069,A00036,2023,Finalizado,73.5,67,107,2023-09-05 19:00,Desktop,1,online
R00008755,S20230069,A00358,2023,Finalizado,43.1,41,118,2023-05-08 15:30,desktop,1,online
R00008756,S20230069,A00034,2023,Finalizado,67.3,58,124,2023-05-02 10:30,Tablet,,Centro
R00008757,S20230069,A00574,2023,Finalizado,72.3,67,189,2023-09-14 14:15,Desktop,2,online
R00008758,S20230069,A00001,2023,Finalizado,45.5,40,137,2023-07-01 17:00,Celular,3,Centro
R00008759,S20230069,A00766,2023,Finalizado,68.3,67,145,2023-05-09 09:00,Papel,1,Online
R00008760,S20230069,A00601,2023,Finalizado,50.6,44,146,2023-09-17 12:45,desktop,2,Sul
R00008761,S20230069,A00465,2023,Finalizado,65.0,58,137,2023-09-27 08:30,desktop,1,Sul
R00008762,S20230069,A00245,2023,Finalizado,53.6,47,121,2023-10-09 10:00,Papel,1,
R00008763,S20230069,A00039,2023,Finalizado,44.3,40,132,2023-08-10 09:45,desktop,,online
R00008764,S20230069,A00739,2023,Finalizado,73.3,67,148,2023-06-24 13:30,Tablet,,Sul
R00008765,S20230069,A00095,2023,Finalizado,57.8,54,107,2023-10-19,Celular,1,Centro
R00008766,S20230069,A00350,2023,Finalizado,49.5,42,144,2023-06-08 18:30,Papel,1,
R00008767,S20230069,A00414,2023,Finalizado,96.2,90,45,2023-04-06 17:45,Tablet,2,
R00008768,S20230069,A00344,2023,Finalizado,29.9,28,110,12/04/2023 12:15,Desktop,3,Sul
R00008769,S20230069,A00398,2023,Ausente,,,,2023/08/26 14:00,desktop,3,Aldeota
R00008770,S20230069,A00553,2023,Finalizado,72.2,65,129,2023-11-21 09:15,,1,Centro
R00008771,S20230069,A00625,2023,Finalizado,62.0,56,141,2023-05-28 08:30,Tablet,,Sul
R00008772,S20230069,A00276,2023,Finalizado,60.4,56,111,2023-05-20 18:15,desktop,1,Aldeota
R00008773,S20230069,A00740,2023,Finalizado,73.4,72,138,2023-11-12,Papel,1,Online
R00008774,S20230069,A00045,2023,Finalizado,64.3,58,177,2023-08-22 10:45,Celular,1,Aldeota
R00008775,S20230069,A00705,2023,Finalizado,69.2,61,155,2023-10-13 19:45,Tablet,3,online
R00008776,S20230069,A00395,2023,Finalizado,94.3,85,108,2023-06-15 15:00,desktop,,Sul
R00008777,S20230069,A00790,2023,Finalizado,61.3,55,121,2023-04-12 19:00,Celular,1,Online
R00008778,S20230069,A00162,2023,Finalizado,57.5,57,171,2023-07-06 10:00,desktop,1,Centro
R00008779,S20230069,A00105,2023,Incompleto,79.5,73,102,2023-11-06 08:45,desktop,1,Online
R00008780,S20230069,A00156,2023,Finalizado,37.6,36,135,2023-10-14 17:15,Tablet,3,Online
R00008781,S20230069,A00716,2023,Finalizado,17.1,12,154,2023-06-20 09:30,Desktop,1,Online
R00008782,S20230069,A00125,2023,Finalizado,64.2,58,82,2023-05-05 18:45,,1,
R00008783,S20230069,A00142,2023,Finalizado,93.7,85,78,08-18-2023 17:00,Tablet,1,Online
R00008784,S20230069,A00454,2023,Finalizado,94.2,85,128,2023-09-21 13:30,Celular,2,Sul
R00008785,S20230069,A00643,2023,Finalizado,64.6,59,131,2023-10-08 19:00,Desktop,3,Centro
R00008786,S20230069,A00630,2023,Finalizado,68.5,63,140,2023-05-28 10:00,desktop,1,Centro
R00008787,S20230069,A00523,2023,finalizado,36.4,33,158,2023-07-06 17:15,Tablet,1,Online
R00008788,S20230069,A00615,2023,Incompleto,94.8,87,74,2023-04-03 13:30,Tablet,1,Sul
R00008789,S20230069,A00654,2023,Finalizado,75.0,68,96,2023-08-16 18:45,,1,Centro
R00008790,S20230069,A00284,2023,Finalizado,56.3,49,109,2023-09-06 19:00,,,Sul
R00008791,S20230069,A00442,2023,Finalizado,86.1,76,81,2023-09-02,Tablet,3,Online
R00008792,S20230069,A00269,2023,Finalizado,65.5,60,127,2023-10-12 11:30,Desktop,1,online
R00008793,S20230069,A00756,2023,Finalizado,49.1,43,137,2023-08-09 08:30,Papel,1,Centro
R00008794,S20230069,A00069,2023,Incompleto,51.5,46,107,2023-06-17,desktop,,Online
R00008795,S20230069,A00207,2023,Finalizado,29.0,25,130,2023-07-17 15:30,Papel,,Aldeota
R00008796,S20230069,A00310,2023,Finalizado,85.0,75,109,2023-04-11,Celular,1,
R00008797,S20230069,A00518,2023,Finalizado,58.9,52,112,2023-07-28 19:15,Celular,2,Online
R00008798,S20230069,A00041,2023,Finalizado,73.2,66,130,13/09/2023 11:15,,3,
R00008799,S20230069,A00322,2023,Finalizado,85.6,76,121,2023-10-21 14:15,Desktop,1,online
R00008800,S20230069,A00102,2023,Finalizado,85.1,73,140,2023-05-17 14:45,Desktop,,online
R00008801,S20230069,A00316,2023,Finalizado,56.1,50,158,2023-10-28 10:30,desktop,1,
R00008802,S20230069,A00144,2023,Finalizado,80.2,73,112,2023-10-16 10:15,Tablet,2,Sul
R00008803,S20230069,A00453,2023,Finalizado,75.7,70,150,2023-11-25 13:30,Desktop,1,Sul
R00008804,S20230069,A00604,2023,Ausente,,,,2023-04-11 10:45,desktop,,online
R00008805,S20230069,A00571,2023,Finalizado,94.7,82,102,2023-09-06 16:30,Desktop,1,online
R00008806,S20230069,A00236,2023,Ausente,,,,2023-06-26,desktop,1,Online
R00008807,S20230069,A00370,2023,Ausente,,,,2023-09-25 19:45,Desktop,1,Sul
R00008808,S20230069,A00567,2023,Finalizado,50.1,48,101,2023-09-05 19:00,desktop,1,
R00008809,S20230069,A00558,2023,Ausente,,,,2023-05-03 08:30,Papel,,online
R00008810,S20230069,A00725,2023,Finalizado,64.6,59,173,08-24-2023 11:00,Papel,2,Sul
R00008811,S20230069,A00114,2023,Finalizado,65.7,56,148,2023-08-28 15:00,Celular,2,online
R00008812,S20230069,A00594,2023,Finalizado,78.3,70,93,2023-08-13 18:00,Desktop,3,online
R00008813,S20230069,A00405,2023,Finalizado,63.3,59,124,2023-10-18 13:15,desktop,1,Aldeota
R00008814,S20230069,A00500,2023,Finalizado,32.8,28,137,2023-07-06 11:00,Celular,3,Sul
R00008815,S20230069,A00561,2023,Ausente,,,,2023-07-07 10:00,Desktop,2,
R00008816,S20230069,A00185,2023,Finalizado,78.2,69,174,09/04/2023 19:00,Papel,2,Online
R00008817,S20230069,A00272,2023,Finalizado,66.8,59,141,2023-05-28 14:15,Celular,3,Online
R00008818,S20230069,A00225,2023,Finalizado,45.7,40,137,2023/06/23 17:00,,3,online
R00008819,S20230069,A00490,2023,Incompleto,94.4,86,150,2023-10-05 13:45,Celular,3,Centro
R00008820,S20230069,A00623,2023,Finalizado,38.2,31,126,2023-04-19 19:45,Desktop,1,Sul
R00008821,S20230069,A00076,2023,Finalizado,41.8,40,93,2023-11-23 16:30,Papel,,Sul
R00008822,S20230069,A00748,2023,Finalizado,55.0,47,158,2023-09-11,Celular,,Online
R00008823,S20230069,A00470,2023,Incompleto,51.7,48,79,2023-11-05,Desktop,,Online
R00008824,S20230069,A00795,2023,Finalizado,56.9,51,84,2023/10/25 15:30,,2,Online
R00008825,S20230069,A00060,2023,Incompleto,88.5,81,158,2023-07-23,,2,Sul
R00008826,S20230069,A00309,2023,Finalizado,37.7,30,116,2023-09-19 14:30,Desktop,2,Online
R00008827,S20230069,A00362,2023,Incompleto,52.0,44,116,2023-04-15 16:00,Celular,3,online
R00008828,S20230069,A00104,2023,Finalizado,76.2,67,205,03/08/2023 09:45,desktop,,Sul
R00008829,S20230070,A00153,2023,Finalizado,65.6,15,158,06/11/2023 15:45,desktop,1,Online
R00008830,S20230070,A00203,2023,Finalizado,59.0,11,168,2023-11-02 17:00,,1,Online
R00008831,S20230070,A00192,2023,Finalizado,62.7,15,299,2023-11-03 11:45,Papel,1,Centro
R00008832,S20230070,A00555,2023,Finalizado,34.8,6,159,2023-05-25 17:15,Desktop,1,
R00008833,S20230070,A00171,2023,Finalizado,66.6,14,161,2023-07-02 18:45,Desktop,1,Sul
R00008834,S20230070,A00558,2023,Finalizado,44.6,12,191,2023-09-03 13:30,,3,Aldeota
R00008835,S20230070,A00395,2023,Finalizado,54.5,10,200,2023-07-06 16:15,Desktop,,Online
R00008836,S20230070,A00400,2023,Finalizado,73.7,13,216,2023-09-24 18:30,,2,Online
R00008837,S20230070,A00273,2023,Finalizado,49.7,12,141,2023-09-17 16:15,Celular,1,online
R00008838,S20230070,A00388,2023,Finalizado,87.1,19,166,2023-07-16 11:30,desktop,3,online
R00008839,S20230070,A00249,2023,Ausente,,,,2023-09-14 09:45,Papel,1,Centro
R00008840,S20230070,A00358,2023,Finalizado,71.3,17,203,2023-05-01 13:45,Desktop,2,Online
R00008841,S20230070,A00766,2023,finalizado,25.3,6,220,2023-07-07 15:15,desktop,1,Centro
R00008842,S20230070,A00154,2023,Finalizado,53.2,8,241,2023-10-10 13:15,,2,Sul
R00008843,S20230070,A00324,2023,Finalizado,66.9,12,220,2023-04-20 12:30,Tablet,3,Centro
R00008844,S20230070,A00076,2023,finalizado,54.2,11,206,11-24-2023 17:30,Tablet,1,online
R00008845,S20230070,A00594,2023,Finalizado,42.3,7,179,2023-04-05,Celular,3,online
R00008846,S20230070,A00279,2023,finalizado,77.6,14,221,2023-09-20 11:15,Celular,2,online
R00008847,S20230070,A00077,2023,Finalizado,20.4,5,107,2023/08/02 18:15,,1,Aldeota
R00008848,S20230070,A00039,2023,Finalizado,21.0,0,187,2023-06-15 17:00,Celular,1,
R00008849,S20230070,A00232,2023,Finalizado,57.9,11,252,04/11/2023 15:15,Papel,1,Online
R00008850,S20230070,A00561,2023,Ausente,,,,2023-09-24 16:15,Papel,,Sul
R00008851,S20230070,A00147,2023,Finalizado,50.7,10,213,2023-05-27 18:15,Papel,2,Online
R00008852,S20230070,A00726,2023,Finalizado,56.5,12,154,2023-06-07 11:00,Tablet,2,online
R00008853,S20230070,A00756,2023,Finalizado,90.4,18,218,2023-09-11 19:15,,2,Aldeota
R00008854,S20230070,A00606,2023,Finalizado,56.3,11,193,2023-04-07,Papel,3,Sul
R00008855,S20230070,A00284,2023,finalizado,22.9,3,196,2023-04-18 08:00,,1,
R00008856,S20230070,A00319,2023,,50.1,12,221,23/06/2023 11:30,,1,
R00008857,S20230070,A00590,2023,Finalizado,76.9,17,241,2023-05-25 08:00,Tablet,2,Sul
R00008858,S20230070,A00104,2023,Incompleto,62.0,12,229,2023-05-05 09:15,Tablet,2,Online
R00008859,S20230070,A00177,2023,Finalizado,91.9,17,148,2023-11-07 16:00,Celular,1,Online
R00008860,S20230070,A00567,2023,Finalizado,84.0,16,195,2023-08-13 17:30,Tablet,,Centro
R00008861,S20230070,A00066,2023,Finalizado,68.3,16,200,2023-11-18 18:15,Papel,1,
R00008862,S20230070,A00364,2023,Finalizado,65.4,14,224,2023-11-01 10:15,Tablet,2,Aldeota
R00008863,S20230070,A00255,2023,Finalizado,80.0,20,154,2023-06-12 14:15,desktop,1,Online
R00008864,S20230070,A00500,2023,Finalizado,54.2,12,226,2023-05-25 14:00,,1,
R00008865,S20230070,A00777,2023,Finalizado,66.5,13,94,2023-11-14 10:15,Tablet,1,
R00008866,S20230070,A00531,2023,finalizado,65.9,13,226,2023-11-17 18:45,Tablet,,online
R00008867,S20230070,A00316,2023,Finalizado,79.2,15,265,13/06/2023 09:15,desktop,1,Online
R00008868,S20230070,A00642,2023,Finalizado,97.3,16,225,2023-11-12 11:45,Tablet,3,Aldeota
R00008869,S20230070,A00608,2023,Finalizado,54.9,9,170,2023/04/12 13:15,Tablet,1,Aldeota
R00008870,S20230070,A00362,2023,Finalizado,43.2,8,159,2023-10-25 16:15,Papel,1,online
R00008871,S20230070,A00226,2023,Finalizado,82.3,18,233,2023-04-20 10:45,,1,Online
R00008872,S20230070,A00214,2023,Finalizado,95.3,18,175,2023-09-25 13:00,desktop,1,online
R00008873,S20230070,A00659,2023,Finalizado,59.5,14,157,2023-04-02 18:15,Desktop,,
R00008874,S20230070,A00490,2023,Finalizado,70.1,12,248,2023-05-27 10:00,Celular,,Sul
R00008875,S20230070,A00224,2023,Finalizado,66.9,11,305,2023-09-08 14:30,desktop,,Sul
R00008876,S20230070,A00250,2023,Finalizado,52.9,10,217,2023-09-03 12:30,Desktop,1,online
R00008877,S20230070,A00535,2023,Finalizado,49.3,11,254,2023-07-17 14:30,Papel,1,Centro
R00008878,S20230070,A00735,2023,Finalizado,65.1,14,186,2023-10-21,Tablet,,Centro
R00008879,S20230070,A00060,2023,Finalizado,58.7,12,159,2023-07-07 16:45,Celular,,Centro
R00008880,S20230070,A00770,2023,Finalizado,29.5,7,245,2023-10-02 18:30,desktop,1,Sul
R00008881,S20230070,A00769,2023,Ausente,,,,2023-06-12 13:30,,1,online
R00008882,S20230070,A00375,2023,Finalizado,52.5,8,299,2023-08-25 17:30,desktop,2,Aldeota
R00008883,S20230070,A00209,2023,Finalizado,90.6,19,102,2023-05-11 17:30,Tablet,1,Online
R00008884,S20230070,A00457,2023,Finalizado,55.0,17,170,2023-11-07 19:30,Papel,3,
R00008885,S20230070,A00733,2023,Ausente,,,,2023-09-24 08:30,desktop,3,Centro
R00008886,S20230070,A00012,2023,Finalizado,72.2,13,276,2023-04-20 12:15,Papel,,
R00008887,S20230070,A00654,2023,Finalizado,26.3,3,169,2023-04-10 14:15,Desktop,1,online
R00008888,S20230070,A00675,2023,Finalizado,52.1,12,217,2023-08-17 13:45,Papel,1,Aldeota
R00008889,S20230070,A00022,2023,Finalizado,53.3,11,274,2023-09-21 16:00,Celular,,Online
R00008890,S20230070,A00156,2023,Finalizado,75.0,14,315,2023-07-06 19:15,Desktop,2,Sul
R00008891,S20230070,A00239,2023,Finalizado,18.8,2,176,2023-05-19 13:00,desktop,2,online
R00008892,S20230070,A00069,2023,Finalizado,75.3,17,217,2023-09-23 19:30,desktop,1,
R00008893,S20230070,A00462,2023,Finalizado,97.9,18,335,2023-10-28 14:30,desktop,1,online
R00008894,S20230070,A00019,2023,finalizado,89.7,19,296,09/11/2023 17:15,Tablet,1,online
R00008895,S20230070,A00601,2023,Incompleto,63.5,12,198,2023-09-21 08:45,Tablet,1,Aldeota
R00008896,S20230070,A00001,2023,Finalizado,82.9,18,203,2023-08-24 19:30,Desktop,1,
R00008897,S20230070,A00682,2023,Finalizado,56.0,9,309,2023-11-10 11:15,Papel,2,Online
R00008898,S20230070,A00041,2023,Finalizado,76.5,13,267,2023-11-11 08:15,,2,Sul
R00008899,S20230070,A00737,2023,Ausente,,,,2023-06-19 09:00,Desktop,2,Online
R00008900,S20230070,A00298,2023,Finalizado,51.1,14,184,2023-07-08 08:45,,3,Aldeota
R00008901,S20230070,A00593,2023,Ausente,,,,2023-11-02 15:45,,1,Centro
R00008902,S20230070,A00398,2023,Finalizado,26.9,5,313,2023-07-17 10:15,desktop,3,online
R00008903,S20230070,A00119,2023,Finalizado,64.0,14,163,2023-11-19 18:45,Tablet,1,
R00008904,S20230070,A00725,2023,Finalizado,33.9,9,189,2023-11-06,Celular,3,
R00008905,S20230070,A00480,2023,finalizado,61.2,12,108,2023-10-11 16:15,desktop,2,
R00008906,S20230070,A00201,2023,Finalizado,60.7,9,115,2023-06-21 13:00,Tablet,1,
R00008907,S20230070,A00753,2023,Finalizado,74.1,15,201,2023-10-12 08:45,,2,Online
R00008908,S20230070,A00283,2023,Finalizado,55.4,9,150,2023-04-06 17:15,Papel,1,Centro
R00008909,S20230070,A00762,2023,Finalizado,82.6,15,168,2023-09-18 13:30,desktop,1,Online
R00008910,S20230070,A00576,2023,Finalizado,17.8,3,148,2023-10-16 15:45,Tablet,1,Online
R00008911,S20230070,A00484,2023,Finalizado,81.3,17,252,2023-09-27 15:15,Celular,3,Centro
R00008912,S20230070,A00643,2023,finalizado,42.7,10,251,2023-05-08,Tablet,1,Centro
R00008913,S20230070,A00095,2023,Finalizado,67.4,17,207,2023-07-14 11:00,Desktop,1,Sul
R00008914,S20230070,A00038,2023,Ausente,,,,2023-06-09 11:15,Tablet,1,Aldeota
R00008915,S20230070,A00311,2023,Finalizado,76.0,11,276,2023-07-25 09:30,Tablet,1,
R00008916,S20230070,A00650,2023,Finalizado,50.8,13,195,2023-10-25 16:30,desktop,1,Sul
R00008917,S20230070,A00243,2023,finalizado,50.8,9,203,2023-06-22 08:30,Celular,1,
R00008918,S20230070,A00677,2023,Finalizado,39.9,6,191,26/07/2023 10:30,Tablet,1,online
R00008919,S20230070,A00495,2023,Finalizado,82.4,17,251,2023-10-22 12:00,,1,Centro
R00008920,S20230070,A00453,2023,Finalizado,34.6,6,191,2023-09-10 11:45,Papel,1,Sul
R00008921,S20230070,A00477,2023,Finalizado,63.9,10,352,2023-06-06 19:30,desktop,2,online
R00008922,S20230070,A00408,2023,Finalizado,68.6,15,218,2023-05-20 09:30,,2,Online
R00008923,S20230070,A00031,2023,Finalizado,38.7,8,259,2023-04-05 18:00,desktop,1,Sul
R00008924,S20230070,A00303,2023,Finalizado,81.0,19,202,2023-11-12 15:15,Celular,3,
R00008925,S20230070,A00691,2023,Finalizado,63.0,10,158,2023-10-03 12:00,,1,online
R00008926,S20230070,A00772,2023,Ausente,,,,2023-07-01 11:45,desktop,3,Sul
R00008927,S20230070,A00207,2023,Finalizado,73.4,13,199,2023-05-11 19:15,Desktop,3,Aldeota
R00008928,S20230070,A00671,2023,Finalizado,65.4,12,255,2023-06-14 09:45,,1,Sul
R00008929,S20230070,A00548,2023,Finalizado,86.4,18,236,2023-10-02 12:15,desktop,1,online
R00008930,S20230070,A00739,2023,Finalizado,57.4,12,235,2023-04-02 17:15,desktop,2,Centro
R00008931,S20230070,A00748,2023,Finalizado,38.5,6,175,2023-04-21 14:45,Celular,1,
R00008932,S20230070,A00478,2023,Finalizado,79.5,16,230,25/07/2023 08:45,desktop,3,Aldeota
R00008933,S20230070,A00120,2023,Finalizado,54.5,12,163,2023-05-08 19:45,Papel,2,Online
R00008934,S20230070,A00666,2023,Finalizado,30.5,8,262,2023-06-05 18:15,Celular,1,online
R00008935,S20230070,A00218,2023,Finalizado,-1,8,171,2023-10-26 15:00,Celular,1,Aldeota
R00008936,S20230070,A00688,2023,finalizado,73.8,13,162,2023-06-12 14:30,Celular,,
R00008937,S20230070,A00326,2023,Ausente,,,,2023/10/08 19:45,Desktop,3,Centro
R00008938,S20230070,A00142,2023,Finalizado,54.4,10,218,2023-10-25 19:45,Tablet,1,Aldeota
R00008939,S20230070,A00189,2023,Finalizado,54.8,13,328,2023-09-07 19:45,,3,Aldeota
R00008940,S20230070,A00747,2023,Finalizado,67.2,11,155,2023-11-24 12:30,,1,Aldeota
R00008941,S20230070,A00624,2023,Finalizado,20.1,5,284,05-16-2023 13:15,,2,
R00008942,S20230070,A00523,2023,Finalizado,58.9,12,152,2023-06-08 18:45,Papel,2,online
R00008943,S20230070,A00415,2023,Incompleto,81.2,19,269,2023-06-06 10:00,Tablet,1,Centro
R00008944,S20230070,A00622,2023,Finalizado,69.8,17,157,2023-09-06 18:30,Desktop,1,Aldeota
R00008945,S20230070,A00114,2023,Finalizado,83.7,16,280,2023-08-20 13:45,desktop,1,Aldeota
R00008946,S20230070,A00293,2023,Finalizado,49.6,12,189,2023-10-07 12:45,Tablet,,
R00008947,S20230070,A00795,2023,Finalizado,31.1,7,198,2023-10-28 10:00,Desktop,,Centro
R00008948,S20230070,A00034,2023,Finalizado,51.1,15,180,2023-07-15 18:45,Papel,3,online
R00008949,S20230070,A00623,2023,finalizado,74.6,17,251,2023-04-14 12:00,Celular,,Online
R00008950,S20230070,A00245,2023,Finalizado,76.0,14,302,2023-10-24 08:15,Desktop,3,Centro
R00008951,S20230070,A00322,2023,Finalizado,70.7,14,242,2023/09/03 16:45,desktop,1,Online
R00008952,S20230070,A00557,2023,Finalizado,90.1,18,257,2023-10-15 08:30,Desktop,1,Sul
R00008953,S20230070,A00162,2023,Finalizado,53.0,14,214,2023-07-26 17:45,Papel,2,
R00008954,S20230070,A00309,2023,finalizado,68.7,16,137,2023-04-15 09:00,Desktop,1,Online
R00008955,S20230070,A00350,2023,Finalizado,64.5,14,233,2023-06-28 10:15,Tablet,,Sul
R00008956,S20230070,A00790,2023,finalizado,56.1,11,192,2023-10-25 08:30,,1,Aldeota
R00008957,S20230070,A00575,2023,Finalizado,89.7,17,221,2023-09-17 19:30,Tablet,2,Sul
R00008958,S20230070,A00225,2023,Finalizado,96.0,20,247,2023-07-22 19:15,Papel,1,Sul
R00008959,S20230070,A00565,2023,Finalizado,56.3,13,229,2023-07-20,Celular,3,Centro
R00008960,S20230070,A00180,2023,Finalizado,75.2,13,235,2023-11-19 12:45,desktop,2,Centro
R00008961,S20230070,A00370,2023,Finalizado,71.3,15,250,2023-11-28 12:45,desktop,2,
R00008962,S20230070,A00014,2023,Finalizado,56.3,7,217,2023-07-01 14:30,,1,Centro
R00008963,S20230070,A00143,2023,Finalizado,74.8,15,184,2023-08-28 13:30,,3,
R00008964,S20230070,A00145,2023,Finalizado,39.3,5,188,04/11/2023 14:45,Desktop,1,
R00008965,S20230070,A00197,2023,Finalizado,51.0,9,218,2023-05-17 11:00,desktop,2,Centro
R00008966,S20230070,A00023,2023,Finalizado,42.6,9,193,2023-07-16 16:30,desktop,2,Centro
R00008967,S20230070,A00670,2023,Incompleto,41.2,6,205,2023-06-06 17:45,desktop,2,online
R00008968,S20230070,A00431,2023,Finalizado,50.5,9,187,2023-11-15,Celular,2,Centro
R00008969,S20230070,A00454,2023,Finalizado,45.8,9,280,2023-07-21 19:00,Tablet,1,
R00008970,S20230070,A00627,2023,Finalizado,47.7,10,280,2023-05-18 14:00,Tablet,1,online
R00008971,S20230070,A00712,2023,Finalizado,64.2,7,307,2023-06-10,Tablet,3,online
R00008972,S20230070,A00740,2023,Finalizado,62.1,9,174,2023-10-15 13:30,Desktop,1,online
R00008973,S20230070,A00292,2023,Finalizado,47.9,11,188,2023-11-03 08:45,Desktop,1,Centro
