resultado_id,simulado_id,aluno_id,ano,materia,status_realizacao,nota,nota_valida,nota_pct,acertos,tempo_finalizacao_min,inicio_simulado,dispositivo,tentativas,unidade_aplicacao
R00009831,S20230077,A00236,2023,Biologia,Finalizado,74.1,74.1,74.1,44,139.0,2023-09-19 18:45:00,Não informado,1,Online
R00009832,S20230077,A00646,2023,Biologia,Finalizado,31.3,31.3,31.3,19,128.0,2023-04-15 15:30:00,Papel,2,Online
R00009833,S20230077,A00561,2023,Biologia,Finalizado,54.3,54.3,54.29999999999999,32,153.0,2023-06-19 09:30:00,Celular,2,Aldeota
R00009834,S20230077,A00273,2023,Biologia,Finalizado,77.2,77.2,77.2,45,114.0,2023-04-05 19:15:00,Tablet,1,Online
R00009835,S20230077,A00574,2023,Biologia,Finalizado,48.5,48.5,48.5,30,159.0,2023-09-28 08:15:00,Desktop,1,Online
R00009836,S20230077,A00101,2023,Biologia,Finalizado,82.5,82.5,82.5,49,114.0,2023-10-07 09:30:00,Papel,1,Online
R00009837,S20230077,A00097,2023,Biologia,Finalizado,56.4,56.4,56.39999999999999,32,78.0,2023-08-14 18:30:00,Celular,1,Aldeota
R00009838,S20230077,A00404,2023,Biologia,Finalizado,91.6,91.6,91.6,55,74.0,2023-08-28 18:00:00,Desktop,1,Sul
R00009839,S20230077,A00769,2023,Biologia,Finalizado,42.4,42.4,42.4,26,132.0,2023-04-05 10:00:00,Desktop,1,Sul
R00009840,S20230077,A00795,2023,Biologia,Finalizado,61.9,61.9,61.9,39,110.0,2023-07-18 14:30:00,Desktop,1,Centro
R00009841,S20230077,A00478,2023,Biologia,Finalizado,67.9,67.9,67.9,40,122.0,2023-07-21 11:00:00,Tablet,1,Online
R00009842,S20230077,A00748,2023,Biologia,Finalizado,69.4,69.4,69.4,44,148.0,2023-10-23 15:15:00,Tablet,1,Centro
R00009843,S20230077,A00525,2023,Biologia,Ausente,,,,,,2023-07-14 15:00:00,Desktop,1,Centro
R00009844,S20230077,A00175,2023,Biologia,Finalizado,64.0,64.0,64.0,43,114.0,2023-10-10 12:45:00,Tablet,1,Online
R00009845,S20230077,A00492,2023,Biologia,Finalizado,57.7,57.7,57.70000000000001,37,104.0,2023-06-25 16:45:00,Não informado,1,Sul
R00009846,S20230077,A00162,2023,Biologia,Finalizado,54.2,54.2,54.2,32,136.0,2023-11-07 14:30:00,Desktop,1,Centro
R00009847,S20230077,A00377,2023,Biologia,Finalizado,78.4,78.4,78.4,48,113.0,2023-07-14 15:15:00,Não informado,3,Centro
R00009848,S20230077,A00052,2023,Biologia,Finalizado,82.6,82.6,82.6,48,195.0,2023-06-13 17:30:00,Desktop,1,Não informado
R00009849,S20230077,A00144,2023,Biologia,Finalizado,110.0,,,34,126.0,2023-10-09 12:30:00,Tablet,2,Online
R00009850,S20230077,A00462,2023,Biologia,Finalizado,60.3,60.3,60.3,39,134.0,2023-07-24 09:15:00,Não informado,,Sul
R00009851,S20230077,A00753,2023,Biologia,Finalizado,89.0,89.0,89.0,56,109.0,2023-08-26 12:45:00,Papel,2,Online
R00009852,S20230077,A00245,2023,Biologia,Finalizado,45.3,45.3,45.3,25,136.0,2023-11-06 12:15:00,Tablet,1,Online
R00009853,S20230077,A00022,2023,Biologia,Finalizado,38.5,38.5,38.5,22,149.0,2023-07-21 09:45:00,Desktop,1,Online
R00009854,S20230077,A00080,2023,Biologia,Finalizado,69.7,69.7,69.7,43,39.0,2023-07-15 11:30:00,Desktop,,Aldeota
R00009855,S20230077,A00615,2023,Biologia,Finalizado,61.3,61.3,61.3,39,73.0,2023-07-22 09:15:00,Celular,1,Online
R00009856,S20230077,A00630,2023,Biologia,Finalizado,65.6,65.6,65.6,42,109.0,2023-04-12 18:30:00,Não informado,1,Centro
R00009857,S20230077,A00060,2023,Biologia,Finalizado,90.3,90.3,90.3,54,88.0,2023-05-13 17:30:00,Desktop,1,Online
R00009858,S20230077,A00643,2023,Biologia,Finalizado,80.3,80.3,80.3,52,88.0,2023-09-20 17:15:00,Tablet,3,Aldeota
R00009859,S20230077,A00518,2023,Biologia,Ausente,,,,,,2023-07-08 13:30:00,Desktop,1,Aldeota
R00009860,S20230077,A00415,2023,Biologia,Ausente,,,,,,2023-11-28 12:30:00,Desktop,2,Online
R00009861,S20230077,A00171,2023,Biologia,Incompleto,44.0,44.0,44.0,26,134.0,2023-10-26 10:30:00,Não informado,3,Online
R00009862,S20230077,A00303,2023,Biologia,Finalizado,77.3,77.3,77.3,44,19.0,2023-08-21 11:30:00,Não informado,2,Aldeota
R00009863,S20230077,A00606,2023,Biologia,Finalizado,66.1,66.1,66.1,44,136.0,2023-10-21 16:00:00,Desktop,1,Online
R00009864,S20230077,A00249,2023,Biologia,Finalizado,64.1,64.1,64.1,39,151.0,2023-10-05 19:15:00,Desktop,2,Online
R00009865,S20230077,A00185,2023,Biologia,Finalizado,89.0,89.0,89.0,53,124.0,2023-05-28 13:15:00,Desktop,3,Online
R00009866,S20230077,A00209,2023,Biologia,Incompleto,33.2,33.2,33.2,21,77.0,2023-07-15 18:00:00,Desktop,,Online
R00009867,S20230077,A00153,2023,Biologia,Finalizado,79.2,79.2,79.2,47,128.0,2023-05-02 15:45:00,Não informado,1,Centro
R00009868,S20230077,A00362,2023,Biologia,Finalizado,67.6,67.6,67.6,43,112.0,2023-07-20 18:30:00,Desktop,1,Sul
R00009869,S20230077,A00590,2023,Biologia,Finalizado,76.6,76.6,76.6,44,109.0,2023-04-02 15:30:00,Desktop,,Não informado
R00009870,S20230077,A00180,2023,Biologia,Finalizado,61.1,61.1,61.1,38,98.0,2023-10-12 19:00:00,Papel,3,Online
R00009871,S20230077,A00158,2023,Biologia,Finalizado,78.0,78.0,78.0,48,117.0,2023-11-22 18:15:00,Papel,3,Não informado
R00009872,S20230077,A00239,2023,Biologia,Finalizado,57.3,57.3,57.3,36,141.0,2023-07-11 15:45:00,Desktop,1,Sul
R00009873,S20230077,A00756,2023,Biologia,Finalizado,58.6,58.6,58.599999999999994,36,209.0,2023-04-18 08:30:00,Celular,,Sul
R00009874,S20230077,A00293,2023,Biologia,Finalizado,43.0,43.0,43.0,26,44.0,2023-06-08 11:30:00,Celular,2,Sul
R00009875,S20230077,A00770,2023,Biologia,Finalizado,74.7,74.7,74.7,48,125.0,2023-09-23 13:45:00,Papel,1,Online
R00009876,S20230077,A00452,2023,Biologia,Finalizado,69.9,69.9,69.9,42,99.0,2023-09-18 18:30:00,Não informado,1,Online
R00009877,S20230077,A00422,2023,Biologia,Finalizado,68.1,68.1,68.1,41,154.0,2023-11-17 00:00:00,Não informado,1,Online
R00009878,S20230077,A00398,2023,Biologia,Finalizado,59.2,59.2,59.20000000000001,36,127.0,2023-04-03 00:00:00,Desktop,2,Online
R00009879,S20230077,A00154,2023,Biologia,Finalizado,84.2,84.2,84.2,51,157.0,2023-09-08 13:30:00,Desktop,3,Centro
R00009880,S20230077,A00608,2023,Biologia,Finalizado,45.5,45.5,45.5,29,125.0,2023-09-14 15:00:00,Não informado,3,Não informado
R00009881,S20230077,A00622,2023,Biologia,Finalizado,78.3,78.3,78.3,51,199.0,2023-05-20 09:45:00,Tablet,1,Centro
R00009882,S20230077,A00617,2023,Biologia,Finalizado,75.6,75.6,75.6,45,124.0,2023-09-20 10:45:00,Desktop,3,Centro
R00009883,S20230077,A00147,2023,Biologia,Finalizado,70.3,70.3,70.3,45,165.0,2023-09-15 16:15:00,Não informado,1,Não informado
R00009884,S20230077,A00041,2023,Biologia,Finalizado,44.0,44.0,44.0,25,159.0,2023-04-28 16:15:00,Papel,1,Aldeota
R00009885,S20230077,A00571,2023,Biologia,Finalizado,42.1,42.1,42.1,23,165.0,2023-11-27 18:30:00,Desktop,1,Não informado
R00009886,S20230077,A00126,2023,Biologia,Finalizado,88.6,88.6,88.6,53,183.0,2023-05-10 09:15:00,Celular,,Centro
R00009887,S20230077,A00269,2023,Biologia,Finalizado,60.1,60.1,60.099999999999994,36,146.0,2023-09-16 09:15:00,Tablet,1,Centro
R00009888,S20230077,A00405,2023,Biologia,Finalizado,62.7,62.7,62.7,38,75.0,2023-05-28 09:00:00,Desktop,1,Online
R00009889,S20230077,A00457,2023,Biologia,Finalizado,55.7,55.7,55.7,34,137.0,2023-08-17 16:00:00,Papel,3,Centro
R00009890,S20230077,A00548,2023,Biologia,Finalizado,98.9,98.9,98.9,60,75.0,2023-11-15 17:00:00,Celular,2,Sul
R00009891,S20230077,A00682,2023,Biologia,Incompleto,81.3,81.3,81.3,48,156.0,2023-11-25 15:30:00,Não informado,1,Online
R00009892,S20230077,A00019,2023,Biologia,Finalizado,38.4,38.4,38.4,20,195.0,2023-07-15 10:00:00,Celular,1,Não informado
R00009893,S20230077,A00243,2023,Biologia,Finalizado,48.7,48.7,48.7,28,132.0,2023-10-16 13:30:00,Desktop,,Sul
R00009894,S20230077,A00283,2023,Biologia,Finalizado,48.0,48.0,48.0,31,92.0,2023-11-18 12:45:00,Não informado,3,Não informado
R00009895,S20230077,A00388,2023,Biologia,Ausente,,,,,,2023-07-25 14:45:00,Não informado,1,Sul
R00009896,S20230077,A00104,2023,Biologia,Finalizado,61.1,61.1,61.1,39,109.0,2023-09-16 17:45:00,Desktop,1,Aldeota
R00009897,S20230077,A00292,2023,Biologia,Finalizado,45.7,45.7,45.7,29,112.0,2023-09-24 14:30:00,Papel,1,Online
R00009898,S20230077,A00470,2023,Biologia,Finalizado,77.3,77.3,77.3,48,115.0,2023-08-10 00:00:00,Desktop,3,Online
R00009899,S20230077,A00442,2023,Biologia,Finalizado,31.3,31.3,31.3,18,169.0,2023-11-18 08:15:00,Celular,1,Online
R00009900,S20230077,A00544,2023,Biologia,Incompleto,72.4,72.4,72.4,41,121.0,2023-07-02 10:30:00,Não informado,3,Não informado
R00009901,S20230077,A00623,2023,Biologia,Finalizado,68.7,68.7,68.7,41,84.0,2023-04-19 14:15:00,Não informado,3,Aldeota
R00009902,S20230077,A00690,2023,Biologia,Finalizado,38.9,38.9,38.9,24,141.0,2023-09-21 14:15:00,Tablet,1,Sul
R00009903,S20230077,A00567,2023,Biologia,Finalizado,8.9,8.9,8.9,5,101.0,2023-07-14 16:00:00,Desktop,1,Aldeota
R00009904,S20230077,A00001,2023,Biologia,Finalizado,51.6,51.6,51.6,31,58.0,2023-08-05 13:45:00,Papel,3,Online
R00009905,S20230077,A00414,2023,Biologia,Finalizado,81.6,81.6,81.6,47,110.0,2023-07-10 18:30:00,Desktop,,Centro
R00009906,S20230077,A00772,2023,Biologia,Finalizado,89.8,89.8,89.8,52,95.0,2023-10-04 08:45:00,Não informado,1,Sul
R00009907,S20230077,A00142,2023,Biologia,Finalizado,63.9,63.9,63.9,37,132.0,2023-10-10 18:30:00,Não informado,3,Sul
R00009908,S20230077,A00250,2023,Biologia,Finalizado,60.9,60.9,60.9,37,117.0,2023-11-07 10:00:00,Desktop,3,Online
R00009909,S20230078,A00239,2023,Biologia,Finalizado,66.0,66.0,66.0,62,70.0,2023-10-05 13:15:00,Tablet,2,Centro
R00009910,S20230078,A00452,2023,Biologia,Finalizado,66.5,66.5,66.5,60,85.0,2023-10-05 00:00:00,Papel,3,Sul
R00009911,S20230078,A00129,2023,Biologia,Ausente,,,,,,2023-08-13 13:15:00,Desktop,,Aldeota
R00009912,S20230078,A00643,2023,Biologia,Finalizado,66.5,66.5,66.5,57,47.0,2023-10-28 00:00:00,Desktop,1,Não informado
R00009913,S20230078,A00659,2023,Biologia,Finalizado,88.4,88.4,88.4,79,79.0,2023-04-02 00:00:00,Celular,3,Online
R00009914,S20230078,A00226,2023,Biologia,Finalizado,81.5,81.5,81.5,70,72.0,2023-09-23 13:30:00,Papel,3,Não informado
R00009915,S20230078,A00298,2023,Biologia,Ausente,,,,,,2023-10-20 13:15:00,Não informado,,Centro
R00009916,S20230078,A00535,2023,Biologia,Finalizado,63.7,63.7,63.7,55,83.0,2023-11-09 08:00:00,Desktop,,Aldeota
R00009917,S20230078,A00740,2023,Biologia,Ausente,,,,,,2023-10-14 19:00:00,Papel,3,Centro
R00009918,S20230078,A00725,2023,Biologia,Finalizado,52.0,52.0,52.0,50,76.0,2023-04-25 00:00:00,Desktop,1,Não informado
R00009919,S20230078,A00185,2023,Biologia,Finalizado,35.1,35.1,35.1,35,49.0,2023-10-25 17:30:00,Celular,,Sul
R00009920,S20230078,A00106,2023,Biologia,Finalizado,57.0,57.0,56.99999999999999,53,83.0,2023-11-18 11:15:00,Celular,1,Não informado
R00009921,S20230078,A00518,2023,Biologia,Ausente,,,,,,2023-08-14 17:30:00,Papel,2,Centro
R00009922,S20230078,A00623,2023,Biologia,Finalizado,80.8,80.8,80.8,73,59.0,2023-10-14 09:00:00,Celular,1,Aldeota
R00009923,S20230078,A00615,2023,Biologia,Finalizado,54.7,54.7,54.7,51,51.0,2023-11-15 17:15:00,Papel,1,Sul
R00009924,S20230078,A00222,2023,Biologia,Finalizado,15.1,15.1,15.1,12,60.0,2023-05-10 08:15:00,Celular,1,Não informado
R00009925,S20230078,A00510,2023,Biologia,Finalizado,74.0,74.0,74.0,68,116.0,2023-11-09 15:15:00,Celular,1,Aldeota
R00009926,S20230078,A00606,2023,Biologia,Finalizado,98.9,98.9,98.9,88,58.0,2023-08-04 16:15:00,Não informado,1,Centro
R00009927,S20230078,A00358,2023,Biologia,Finalizado,104.8,,,90,97.0,2023-04-25 12:00:00,Tablet,1,Online
R00009928,S20230078,A00558,2023,Biologia,Finalizado,80.4,80.4,80.4,72,70.0,2023-08-12 11:45:00,Desktop,3,Centro
R00009929,S20230078,A00105,2023,Biologia,Ausente,,,,,,2023-04-09 08:15:00,Desktop,3,Aldeota
R00009930,S20230078,A00553,2023,Biologia,Finalizado,99.4,99.4,99.4,90,71.0,2023-09-25 10:15:00,Desktop,1,Centro
R00009931,S20230078,A00156,2023,Biologia,Finalizado,78.9,78.9,78.9,71,57.0,2023-11-10 17:15:00,Não informado,1,Online
R00009932,S20230078,A00646,2023,Biologia,Finalizado,68.3,68.3,68.3,65,41.0,2023-04-16 17:30:00,Desktop,1,Sul
R00009933,S20230078,A00102,2023,Biologia,Finalizado,51.3,51.3,51.300000000000004,41,38.0,2023-07-26 10:30:00,Desktop,1,Não informado
R00009934,S20230078,A00036,2023,Biologia,Finalizado,81.2,81.2,81.2,76,69.0,2023-10-04 18:00:00,Desktop,,Online
R00009935,S20230078,A00182,2023,Biologia,Incompleto,80.2,80.2,80.2,73,69.0,2023-05-22 14:30:00,Papel,,Não informado
R00009936,S20230078,A00574,2023,Biologia,Finalizado,61.2,61.2,61.199999999999996,54,60.0,2023-04-27 17:45:00,Desktop,1,Sul
R00009937,S20230078,A00630,2023,Biologia,Finalizado,86.3,86.3,86.3,74,60.0,2023-04-17 16:45:00,Papel,3,Online
R00009938,S20230078,A00207,2023,Biologia,Incompleto,53.9,53.9,53.900000000000006,49,66.0,2023-07-19 12:30:00,Celular,1,Online
R00009939,S20230078,A00490,2023,Biologia,Finalizado,67.1,67.1,67.1,61,62.0,2023-07-19 17:45:00,Celular,1,Online
R00009940,S20230078,A00066,2023,Biologia,Finalizado,54.7,54.7,54.7,51,53.0,2023-10-11 10:15:00,Celular,3,Sul
R00009941,S20230078,A00677,2023,Biologia,Finalizado,35.8,35.8,35.8,32,49.0,2023-11-10 12:15:00,Desktop,2,Não informado
R00009942,S20230078,A00088,2023,Biologia,Finalizado,60.8,60.8,60.8,55,70.0,2023-08-11 13:00:00,Tablet,,Aldeota
R00009943,S20230078,A00180,2023,Biologia,Finalizado,47.2,47.2,47.2,44,65.0,2023-08-12 16:45:00,Papel,3,Aldeota
R00009944,S20230078,A00069,2023,Biologia,Finalizado,50.0,50.0,50.0,44,58.0,2023-09-08 10:45:00,Não informado,1,Online
R00009945,S20230078,A00726,2023,Biologia,Finalizado,46.6,46.6,46.6,41,67.0,2023-08-19 16:45:00,Desktop,1,Centro
R00009946,S20230078,A00716,2023,Biologia,Incompleto,61.7,61.7,61.7,54,64.0,2023-07-02 13:30:00,Desktop,1,Online
R00009947,S20230078,A00022,2023,Biologia,Finalizado,63.7,63.7,63.7,58,91.0,2023-07-21 19:45:00,Desktop,3,Online
R00009948,S20230078,A00492,2023,Biologia,Finalizado,68.0,68.0,68.0,60,85.0,2023-04-24 14:00:00,Celular,1,Não informado
R00009949,S20230078,A00666,2023,Biologia,Finalizado,45.6,45.6,45.6,41,69.0,2023-04-26 11:30:00,Celular,1,Não informado
R00009950,S20230078,A00525,2023,Biologia,Finalizado,78.8,78.8,78.8,68,77.0,2023-05-15 18:30:00,Não informado,3,Online
R00009951,S20230078,A00772,2023,Biologia,Finalizado,51.6,51.6,51.6,46,70.0,2023-04-21 12:00:00,Não informado,3,Sul
R00009952,S20230078,A00465,2023,Biologia,Finalizado,79.6,79.6,79.6,69,83.0,2023-11-02 16:00:00,Tablet,3,Aldeota
R00009953,S20230078,A00144,2023,Biologia,Finalizado,58.8,58.8,58.8,51,63.0,2023-11-15 19:15:00,Tablet,1,Sul
R00009954,S20230078,A00006,2023,Biologia,Finalizado,65.8,65.8,65.8,61,72.0,2023-10-12 14:15:00,Papel,1,Centro
R00009955,S20230078,A00544,2023,Biologia,Finalizado,52.2,52.2,52.2,49,58.0,2023-10-19 11:30:00,Celular,3,Centro
R00009956,S20230078,A00322,2023,Biologia,Finalizado,57.9,57.9,57.9,48,39.0,2023-09-13 00:00:00,Tablet,,Online
R00009957,S20230078,A00041,2023,Biologia,Finalizado,100.7,,,89,51.0,2023-08-22 11:30:00,Não informado,3,Online
R00009958,S20230078,A00543,2023,Biologia,Finalizado,57.2,57.2,57.2,55,56.0,2023-09-06 18:30:00,Não informado,3,Centro
R00009959,S20230078,A00236,2023,Biologia,Finalizado,85.9,85.9,85.9,80,78.0,2023-07-17 16:30:00,Desktop,3,Centro
R00009960,S20230078,A00729,2023,Biologia,Incompleto,48.3,48.3,48.3,43,60.0,2023-09-08 18:15:00,Desktop,1,Online
R00009961,S20230078,A00038,2023,Biologia,Finalizado,72.0,72.0,72.0,68,65.0,2023-08-15 17:30:00,Desktop,3,Sul
R00009962,S20230078,A00453,2023,Biologia,Finalizado,86.8,86.8,86.8,78,86.0,2023-09-03 10:45:00,Tablet,2,Sul
R00009963,S20230078,A00332,2023,Biologia,Finalizado,72.2,72.2,72.2,66,42.0,2023-06-24 11:00:00,Celular,1,Aldeota
R00009964,S20230078,A00567,2023,Biologia,Finalizado,66.4,66.4,66.4,58,60.0,2023-10-24 13:30:00,Desktop,2,Centro
R00009965,S20230078,A00398,2023,Biologia,Finalizado,43.2,43.2,43.2,39,93.0,2023-06-24 10:30:00,Celular,1,Online
R00009966,S20230078,A00462,2023,Biologia,Finalizado,54.9,54.9,54.89999999999999,48,71.0,2023-10-14 08:00:00,Desktop,,Online
R00009967,S20230078,A00045,2023,Biologia,Finalizado,48.2,48.2,48.2,42,69.0,2023-11-15 12:15:00,Celular,,Aldeota
R00009968,S20230078,A00571,2023,Biologia,Finalizado,40.1,40.1,40.1,37,27.0,2023-04-26 12:45:00,Não informado,2,Aldeota
R00009969,S20230078,A00500,2023,Biologia,Finalizado,82.4,82.4,82.4,77,46.0,2023-10-19 14:45:00,Celular,3,Não informado
R00009970,S20230078,A00575,2023,Biologia,Finalizado,62.4,62.4,62.4,54,69.0,2023-04-12 12:45:00,Papel,2,Não informado
R00009971,S20230078,A00762,2023,Biologia,Incompleto,87.1,87.1,87.1,77,70.0,2023-07-22 00:00:00,Tablet,3,Não informado
R00009972,S20230078,A00034,2023,Biologia,Finalizado,73.8,73.8,73.8,67,52.0,2023-04-24 00:00:00,Celular,1,Centro
R00009973,S20230078,A00311,2023,Biologia,Finalizado,81.0,81.0,81.0,73,86.0,2023-04-14 08:15:00,Papel,,Online
R00009974,S20230078,A00631,2023,Biologia,Finalizado,65.0,65.0,65.0,57,67.0,2023-06-23 17:15:00,Desktop,1,Sul
R00009975,S20230078,A00255,2023,Biologia,Ausente,,,,,,2023-11-14 09:00:00,Celular,3,Centro
R00009976,S20230078,A00251,2023,Biologia,Incompleto,77.2,77.2,77.2,66,34.0,2023-07-17 12:30:00,Não informado,1,Online
R00009977,S20230078,A00016,2023,Biologia,Finalizado,55.5,55.5,55.50000000000001,46,59.0,2023-09-19 12:45:00,Tablet,3,Aldeota
R00009978,S20230078,A00748,2023,Biologia,Finalizado,57.5,57.5,57.49999999999999,52,95.0,2023-05-11 09:45:00,Tablet,1,Online
R00009979,S20230078,A00052,2023,Biologia,Finalizado,86.4,86.4,86.4,78,73.0,2023-04-07 08:30:00,Desktop,3,Online
R00009980,S20230078,A00142,2023,Biologia,Finalizado,62.2,62.2,62.2,55,71.0,2023-05-05 10:45:00,Tablet,1,Aldeota
R00009981,S20230078,A00688,2023,Biologia,Finalizado,43.4,43.4,43.4,41,73.0,2023-11-12 15:45:00,Papel,1,Online
R00009982,S20230078,A00691,2023,Biologia,Finalizado,43.3,43.3,43.3,39,47.0,2023-05-03 09:30:00,Desktop,1,Online
R00009983,S20230078,A00175,2023,Biologia,Finalizado,41.6,41.6,41.6,39,59.0,2023-07-25 11:45:00,Desktop,1,Online
R00009984,S20230078,A00601,2023,Biologia,Finalizado,48.1,48.1,48.1,41,90.0,2023-11-03 18:15:00,Desktop,1,Aldeota
R00009985,S20230078,A00531,2023,Biologia,Ausente,,,,,,2023-07-02 08:45:00,Desktop,3,Online
R00009986,S20230078,A00405,2023,Biologia,Finalizado,31.4,31.4,31.4,29,47.0,2023-07-21 12:15:00,Não informado,1,Online
R00009987,S20230078,A00188,2023,Biologia,Incompleto,60.2,60.2,60.199999999999996,54,45.0,2023-10-17 12:00:00,Desktop,1,Aldeota
R00009988,S20230078,A00153,2023,Biologia,Finalizado,81.2,81.2,81.2,75,34.0,2023-09-11 17:45:00,Não informado,3,Online
R00009989,S20230078,A00310,2023,Biologia,Finalizado,38.5,38.5,38.5,36,62.0,2023-06-10 00:00:00,Papel,2,Online
R00009990,S20230078,A00442,2023,Biologia,Finalizado,49.5,49.5,49.5,45,54.0,2023-08-22 19:45:00,Desktop,,Online
R00009991,S20230078,A00158,2023,Biologia,Incompleto,50.0,50.0,50.0,42,59.0,2023-11-08 17:30:00,Não informado,,Aldeota
R00009992,S20230078,A00245,2023,Biologia,Ausente,,,,,,2023-11-02 16:00:00,Não informado,1,Centro
R00009993,S20230078,A00014,2023,Biologia,Finalizado,68.1,68.1,68.1,61,19.0,2023-07-24 12:30:00,Desktop,,Online
R00009994,S20230078,A00218,2023,Biologia,Finalizado,63.0,63.0,63.0,56,89.0,2023-11-27 16:45:00,Desktop,1,Aldeota
R00009995,S20230078,A00064,2023,Biologia,Finalizado,52.1,52.1,52.1,46,79.0,2023-11-13 10:00:00,Não informado,1,Online
R00009996,S20230078,A00454,2023,Biologia,Ausente,,,,,,2023-09-26 12:00:00,Celular,1,Online
R00009997,S20230078,A00060,2023,Biologia,Finalizado,45.2,45.2,45.2,42,76.0,2023-11-16 17:45:00,Desktop,1,Aldeota
R00009998,S20230078,A00208,2023,Biologia,Finalizado,46.7,46.7,46.7,42,53.0,2023-07-09 08:00:00,Desktop,1,Sul
R00009999,S20230078,A00269,2023,Biologia,Finalizado,59.1,59.1,59.099999999999994,53,68.0,2023-10-24 16:45:00,Celular,,Sul
R00010000,S20230078,A00104,2023,Biologia,Finalizado,1.7,1.7,1.7000000000000002,2,71.0,2023-06-07 12:00:00,Desktop,,Centro
R00010001,S20230078,A00120,2023,Biologia,Finalizado,46.6,46.6,46.6,43,77.0,2023-07-20 19:15:00,Papel,1,Online
R00010002,S20230078,A00364,2023,Biologia,Incompleto,45.3,45.3,45.3,41,56.0,2023-07-04 11:30:00,Papel,,Aldeota
R00010003,S20230078,A00608,2023,Biologia,Finalizado,74.1,74.1,74.1,65,47.0,2023-05-24 09:45:00,Não informado,1,Não informado
R00010004,S20230078,A00395,2023,Biologia,Finalizado,50.2,50.2,50.2,46,80.0,2023-09-02 00:00:00,Celular,1,Não informado
R00010005,S20230078,A00747,2023,Biologia,Incompleto,60.0,60.0,60.0,55,80.0,2023-04-15 13:00:00,Celular,1,Online
R00010006,S20230078,A00624,2023,Biologia,Finalizado,68.4,68.4,68.4,59,58.0,2023-10-16 08:15:00,Papel,,Centro
R00010007,S20230078,A00777,2023,Biologia,Finalizado,47.3,47.3,47.3,44,84.0,2023-06-26 09:45:00,Não informado,1,Aldeota
R00010008,S20230078,A00386,2023,Biologia,Finalizado,94.8,94.8,94.8,84,70.0,2023-06-26 00:00:00,Não informado,1,Aldeota
R00010009,S20230078,A00625,2023,Biologia,Finalizado,56.5,56.5,56.49999999999999,51,52.0,2023-08-04 16:00:00,Papel,2,Online
R00010010,S20230078,A00548,2023,Biologia,Finalizado,39.0,39.0,39.0,35,69.0,2023-05-24 10:30:00,Desktop,,Online
R00010011,S20230078,A00565,2023,Biologia,Ausente,,,,,,2023-08-19 17:15:00,Desktop,1,Aldeota
R00010012,S20230078,A00001,2023,Biologia,Finalizado,102.7,,,90,68.0,2023-07-05 19:15:00,Celular,1,Sul
R00010013,S20230078,A00433,2023,Biologia,Finalizado,39.5,39.5,39.5,33,54.0,2023-09-14 16:00:00,Papel,3,Online
R00010014,S20230078,A00769,2023,Biologia,Finalizado,103.6,,,90,57.0,2023-06-07 17:45:00,Celular,1,Online
R00010015,S20230078,A00654,2023,Biologia,Finalizado,73.0,73.0,73.0,64,62.0,2023-09-09 16:00:00,Tablet,,Online
R00010016,S20230078,A00019,2023,Biologia,Ausente,,,,,,2023-05-10 00:00:00,Não informado,1,Aldeota
R00010017,S20230078,A00284,2023,Biologia,Finalizado,72.3,72.3,72.3,65,71.0,2023-09-28 14:45:00,Desktop,2,Sul
R00010018,S20230078,A00162,2023,Biologia,Finalizado,55.6,55.6,55.60000000000001,48,90.0,2023-06-13 15:15:00,Desktop,1,Centro
R00010019,S20230078,A00101,2023,Biologia,Finalizado,58.5,58.5,58.5,51,66.0,2023-09-09 13:00:00,Papel,3,Centro
R00010020,S20230078,A00077,2023,Biologia,Ausente,,,,,,2023-11-01 17:30:00,Papel,2,Não informado
R00010021,S20230078,A00095,2023,Biologia,Finalizado,86.8,86.8,86.8,80,66.0,2023-10-18 08:15:00,Tablet,2,Online
R00010022,S20230078,A00370,2023,Biologia,Finalizado,26.4,26.4,26.400000000000002,24,39.0,2023-09-23 14:15:00,Desktop,3,Online
R00010023,S20230078,A00739,2023,Biologia,Finalizado,44.3,44.3,44.3,43,88.0,2023-05-27 11:45:00,Celular,1,Centro
R00010024,S20230078,A00039,2023,Biologia,Finalizado,82.5,82.5,82.5,74,115.0,2023-07-18 08:30:00,Desktop,3,Aldeota
R00010025,S20230078,A00594,2023,Biologia,Finalizado,62.9,62.9,62.9,57,59.0,2023-05-17 16:30:00,Celular,3,Não informado
R00010026,S20230078,A00154,2023,Biologia,Finalizado,81.5,81.5,81.5,74,50.0,2023-09-28 19:15:00,Celular,,Sul
R00010027,S20230078,A00671,2023,Biologia,Finalizado,67.8,67.8,67.8,63,61.0,2023-10-19 00:00:00,Não informado,1,Centro
R00010028,S20230078,A00622,2023,Biologia,Finalizado,60.5,60.5,60.5,56,72.0,2023-09-16 14:00:00,Papel,2,Online
R00010029,S20230078,A00276,2023,Biologia,Finalizado,34.6,34.6,34.6,31,68.0,2023-07-15 11:00:00,Papel,3,Sul
R00010030,S20230078,A00293,2023,Biologia,Finalizado,90.6,90.6,90.6,82,74.0,2023-09-12 18:45:00,Celular,1,Online
R00010031,S20230078,A00177,2023,Biologia,Finalizado,44.8,44.8,44.8,38,66.0,2023-10-20 14:30:00,Desktop,2,Online
R00010032,S20230078,A00495,2023,Biologia,Finalizado,59.5,59.5,59.5,53,63.0,2023-07-17 11:00:00,Tablet,3,Sul
